opportunity_id,account_id,lead_id,owner,product_id,estimated_quantity,created_date,estimated_close_date,stage,probability_pct,status,actual_close_date,actual_value_irr,lose_reason,estimated_value_irr
OPP00191,ACC0027,LEAD00532,E0009,P010,5,2024-03-02,2024-04-02,4-Close,1.0,Won,2024-04-19,15221749.0,,15296535
OPP00192,ACC0069,LEAD00533,E0126,P009,61,2025-08-02,2025-12-18,4-Close,0.0,Lost,2025-12-10,,Timing / Postponed,108201676
OPP00193,ACC0028,LEAD00535,E0148,P013,2,2024-12-27,2025-05-01,4-Close,1.0,Won,2025-05-02,19152071.0,,18777411
OPP00194,ACC0040,LEAD00536,E0126,P004,14,2025-08-31,2025-10-08,4-Close,1.0,Won,2025-10-11,103385181.0,,106695895
OPP00195,ACC0039,LEAD00537,E0163,P013,25,2024-10-28,2024-11-30,4-Close,1.0,Won,2024-12-04,243863955.0,,241350592
OPP00196,ACC0050,LEAD00538,E0172,P017,55,2024-07-25,2024-08-12,4-Close,1.0,Won,2024-08-02,623974921.0,,676325891
OPP00197,ACC0039,LEAD00541,E0100,P008,12,2025-02-24,2025-03-19,4-Close,1.0,Won,2025-03-20,25367019.0,,27841452
OPP00198,ACC0034,LEAD00543,E0089,P011,39,2024-08-07,2024-10-20,4-Close,0.0,Lost,2024-11-04,,Timing / Postponed,410162033
OPP00199,ACC0003,LEAD00545,E0052,P007,161,2024-06-13,2024-07-22,4-Close,0.0,Lost,2024-08-10,,No Budget,306484323
OPP00200,ACC0045,LEAD00548,E0052,P011,14,2025-09-23,2026-03-06,3-Propose,0.7,Open,,,,147511957
OPP00201,ACC0005,LEAD00550,E0089,P016,45,2024-10-12,2024-11-13,4-Close,1.0,Won,2024-11-14,443327411.0,,473636368
OPP00202,ACC0055,LEAD00556,E0059,P013,16,2024-08-05,2024-12-07,4-Close,0.0,Lost,2024-12-12,,Went With In-house Supply,157576708
OPP00203,ACC0068,LEAD00559,E0122,P013,15,2024-02-12,2024-05-10,4-Close,0.0,Lost,2024-05-16,,Went With In-house Supply,148847714
OPP00204,ACC0043,LEAD00562,E0014,P006,118,2025-10-10,2025-11-17,4-Close,0.0,Lost,2025-11-27,,Lost to Competitor,165095792
OPP00205,ACC0010,LEAD00563,E0096,P009,107,2024-11-16,2024-12-14,4-Close,1.0,Won,2024-12-18,172068008.0,,171078879
OPP00206,ACC0054,LEAD00565,E0099,P015,10,2024-06-12,2024-11-22,4-Close,0.0,Lost,2024-11-25,,No Budget,183959603
OPP00207,ACC0005,LEAD00570,E0014,P016,9,2025-07-17,2025-08-20,4-Close,1.0,Won,2025-08-23,92571328.0,,90327663
OPP00208,ACC0066,LEAD00572,E0161,P002,33,2025-09-30,2025-11-01,4-Close,1.0,Won,2025-11-06,157535704.0,,168347505
OPP00209,ACC0008,LEAD00573,E0122,P007,29,2025-04-16,2025-06-06,4-Close,1.0,Won,2025-06-06,58104979.0,,61711101
OPP00210,ACC0030,LEAD00575,E0163,P006,6,2025-03-06,2025-04-17,4-Close,0.0,Lost,2025-04-10,,No Budget,8989765
OPP00211,ACC0002,LEAD00578,E0096,P011,30,2024-04-15,2024-05-25,4-Close,1.0,Won,2024-05-25,289020162.0,,300589099
OPP00212,ACC0016,LEAD00585,E0009,P010,51,2024-03-08,2024-04-04,4-Close,1.0,Won,2024-04-01,152878028.0,,152083196
OPP00213,ACC0005,LEAD00587,E0085,P011,4,2024-10-28,2024-11-17,4-Close,0.0,Lost,2024-11-23,,Timing / Postponed,38680396
OPP00214,ACC0055,LEAD00589,E0028,P016,124,2025-08-04,2026-01-23,4-Close,0.9,Open,,,,1237125001
OPP00215,ACC0047,LEAD00591,E0057,P004,9,2025-03-11,2025-04-05,4-Close,1.0,Won,2025-04-11,65697247.0,,65677474
OPP00216,ACC0013,LEAD00592,E0173,P003,182,2025-02-01,2025-03-06,4-Close,1.0,Won,2025-03-10,1090028792.0,,1080423364
OPP00217,ACC0062,LEAD00593,E0009,P001,64,2025-10-07,2025-11-10,4-Close,1.0,Won,2025-11-11,258808758.0,,258112690
OPP00218,ACC0020,LEAD00596,E0089,P011,13,2024-08-31,2024-10-03,4-Close,1.0,Won,2024-10-04,122906464.0,,135711554
OPP00219,ACC0069,LEAD00605,E0085,P003,10,2024-03-29,2024-05-28,4-Close,0.0,Lost,2024-06-10,,Lost to Competitor,63990319
OPP00220,ACC0002,LEAD00606,E0161,P008,11,2024-04-20,2024-06-12,4-Close,0.0,Lost,2024-06-21,,Lost to Competitor,25922917
OPP00221,ACC0055,LEAD00609,E0122,P014,65,2024-05-09,2024-11-01,4-Close,0.0,Lost,2024-11-09,,Price,835454372
OPP00222,ACC0068,LEAD00611,E0173,P012,25,2025-10-16,2026-02-12,3-Propose,0.57,Open,,,,84085903
OPP00223,ACC0026,LEAD00613,E0057,P017,18,2024-09-25,2024-10-22,4-Close,0.0,Lost,2024-10-19,,Lost to Competitor,201592538
OPP00224,ACC0033,LEAD00619,E0122,P015,59,2024-05-27,2024-07-23,4-Close,1.0,Won,2024-08-01,1076174358.0,,1147444361
OPP00225,ACC0020,LEAD00620,E0122,P011,157,2024-08-30,2024-10-03,4-Close,0.0,Lost,2024-10-05,,Lost to Competitor,1465578068
OPP00226,ACC0022,LEAD00626,E0009,P011,23,2024-07-14,2024-08-21,4-Close,1.0,Won,2024-08-17,254386450.0,,247504009
OPP00227,ACC0035,LEAD00627,E0089,P009,9,2025-10-25,2025-11-22,4-Close,0.0,Lost,2025-11-21,,Price,14867028
OPP00228,ACC0021,LEAD00628,E0057,P015,53,2025-10-17,2025-11-17,4-Close,1.0,Won,2025-11-23,951605815.0,,934867256
OPP00229,ACC0034,LEAD00633,E0172,P007,133,2025-12-01,2026-02-08,2-Develop,0.31,Open,,,,256187953
OPP00230,ACC0065,LEAD00637,E0173,P015,14,2024-03-02,2024-04-28,4-Close,0.0,Lost,2024-04-30,,Price,261607618
OPP00231,ACC0027,LEAD00654,E0096,P006,28,2025-10-05,2025-11-16,4-Close,0.0,Lost,2025-11-09,,Went With In-house Supply,40348020
OPP00232,ACC0011,LEAD00656,E0148,P006,47,2024-02-26,2024-05-22,4-Close,0.0,Lost,2024-05-22,,Price,68133244
OPP00233,ACC0030,LEAD00658,E0028,P007,39,2024-05-30,2024-07-27,4-Close,1.0,Won,2024-08-01,78496341.0,,82892743
OPP00234,ACC0062,LEAD00662,E0148,P015,6,2024-05-22,2024-06-28,4-Close,1.0,Won,2024-07-04,99768564.0,,105270919
OPP00235,ACC0010,LEAD00663,E0100,P013,19,2024-07-20,2024-08-07,4-Close,0.0,Lost,2024-08-11,,No Budget,170609140
OPP00236,ACC0012,LEAD00665,E0126,P005,31,2025-06-18,2025-11-09,4-Close,0.0,Lost,2025-11-17,,Lost to Competitor,282312837
OPP00237,ACC0050,LEAD00667,E0173,P017,15,2025-02-08,2025-03-17,4-Close,1.0,Won,2025-03-18,159085730.0,,171836498
OPP00238,ACC0049,LEAD00676,E0100,P016,56,2024-11-27,2024-12-15,4-Close,1.0,Won,2024-12-19,534368957.0,,539006770
OPP00239,ACC0020,LEAD00677,E0057,P002,8,2025-10-18,2025-11-15,4-Close,0.0,Lost,2025-11-12,,Went With In-house Supply,41270228
OPP00240,ACC0015,LEAD00678,E0057,P008,7,2024-07-31,2024-08-29,4-Close,0.0,Lost,2024-08-24,,Lost to Competitor,16400854
OPP00241,ACC0027,LEAD00682,E0161,P016,26,2025-05-18,2025-06-20,4-Close,0.0,Lost,2025-06-19,,Price,288588036
OPP00242,ACC0004,LEAD00688,E0059,P007,32,2025-05-03,2025-06-09,4-Close,0.0,Lost,2025-06-15,,No Budget,59821011
OPP00243,ACC0021,LEAD00692,E0089,P003,67,2024-11-05,2024-12-06,4-Close,1.0,Won,2024-12-07,421397503.0,,429160866
OPP00244,ACC0056,LEAD00693,E0173,P004,38,2024-07-15,2024-08-05,4-Close,1.0,Won,2024-08-13,314723031.0,,308107808
OPP00245,ACC0057,LEAD00698,E0057,P015,67,2025-11-17,2026-03-07,2-Develop,0.2,Open,,,,1303119465
OPP00246,ACC0055,LEAD00699,E0014,P007,33,2024-07-20,2024-12-29,4-Close,1.0,Won,2024-12-28,65508767.0,,65199012
OPP00247,ACC0033,LEAD00708,E0172,P012,2,2025-12-12,2026-01-12,3-Propose,0.7,Open,,,,6760614
OPP00248,ACC0009,LEAD00711,E0014,P014,12,2024-10-08,2024-12-02,4-Close,0.0,Lost,2024-11-29,,Timing / Postponed,150574882
OPP00249,ACC0019,LEAD00714,E0173,P017,68,2024-02-20,2024-03-06,4-Close,1.0,Won,2024-03-13,818446009.0,,817109083
OPP00250,ACC0025,LEAD00715,E0028,P003,38,2024-03-22,2024-07-09,4-Close,1.0,Won,2024-07-27,221191505.0,,241286869
OPP00251,ACC0011,LEAD00717,E0099,P016,28,2024-11-04,2025-02-07,4-Close,0.0,Lost,2025-02-05,,Lost to Competitor,292348050
OPP00252,ACC0052,LEAD00719,E0085,P004,10,2024-09-15,2024-11-19,4-Close,0.0,Lost,2024-11-25,,Price,71105733
OPP00253,ACC0069,LEAD00723,E0018,P016,25,2025-04-12,2025-09-04,4-Close,1.0,Won,2025-09-10,247191735.0,,269340741
OPP00254,ACC0024,LEAD00727,E0014,P006,10,2024-07-01,2024-11-17,4-Close,1.0,Won,2024-11-20,13832227.0,,14608507
OPP00255,ACC0069,LEAD00728,E0014,P014,21,2024-06-20,2024-09-21,4-Close,0.0,Lost,2024-09-29,,Price,265394235
OPP00256,ACC0062,LEAD00731,E0173,P007,15,2025-03-04,2025-04-07,4-Close,1.0,Won,2025-04-09,27455522.0,,29635599
OPP00257,ACC0025,LEAD00732,E0122,P013,33,2025-01-25,2025-05-17,4-Close,0.0,Lost,2025-06-01,,Went With In-house Supply,317740804
OPP00258,ACC0061,LEAD00734,E0173,P017,54,2025-10-20,2025-11-20,4-Close,1.0,Won,2025-11-22,592121078.0,,608536491
OPP00259,ACC0057,LEAD00735,E0057,P007,114,2025-10-18,2025-12-17,4-Close,1.0,Won,2025-12-18,218260754.0,,235644676
OPP00260,ACC0007,LEAD00736,E0161,P010,21,2024-11-01,2025-03-12,4-Close,0.0,Lost,2025-03-11,,Price,63205605
OPP00261,ACC0042,LEAD00737,E0119,P008,6,2024-01-15,2024-02-15,4-Close,1.0,Won,2024-02-18,13818263.0,,14219737
OPP00262,ACC0056,LEAD00738,E0059,P001,34,2024-08-25,2024-09-23,4-Close,1.0,Won,2024-10-01,136872120.0,,150331719
OPP00263,ACC0065,LEAD00740,E0099,P005,32,2025-01-02,2025-02-21,4-Close,0.0,Lost,2025-02-15,,Lost to Competitor,289049391
OPP00264,ACC0051,LEAD00742,E0119,P005,9,2024-04-09,2024-07-28,4-Close,1.0,Won,2024-08-02,75291994.0,,74950573
OPP00265,ACC0021,LEAD00746,E0052,P008,15,2025-06-19,2025-07-13,4-Close,1.0,Won,2025-07-19,31237407.0,,34170753
OPP00266,ACC0042,LEAD00747,E0028,P001,16,2025-03-03,2025-03-28,4-Close,0.0,Lost,2025-03-28,,Timing / Postponed,64780277
OPP00267,ACC0030,LEAD00766,E0122,P001,34,2024-12-25,2025-01-15,4-Close,0.0,Lost,2025-01-30,,Timing / Postponed,150042296
OPP00268,ACC0062,LEAD00767,E0009,P003,67,2025-05-16,2025-06-09,4-Close,1.0,Won,2025-06-24,432864116.0,,426471439
OPP00269,ACC0054,LEAD00770,E0173,P012,44,2024-10-14,2025-02-05,4-Close,0.0,Lost,2025-02-10,,Price,137829322
OPP00270,ACC0016,LEAD00774,E0100,P017,41,2025-12-06,2026-01-13,3-Propose,0.7,Open,,,,443552712
OPP00271,ACC0046,LEAD00776,E0148,P001,20,2024-01-28,2024-05-07,4-Close,1.0,Won,2024-05-15,87442132.0,,91710999
OPP00272,ACC0050,LEAD00779,E0014,P001,13,2025-03-07,2025-03-25,4-Close,1.0,Won,2025-03-27,53537148.0,,53565135
OPP00273,ACC0039,LEAD00786,E0028,P016,14,2025-09-16,2025-10-12,4-Close,1.0,Won,2025-10-13,138868473.0,,148086756
OPP00274,ACC0054,LEAD00790,E0161,P015,9,2025-02-25,2025-07-10,4-Close,0.0,Lost,2025-07-17,,No Budget,168527463
OPP00275,ACC0037,LEAD00791,E0119,P007,24,2024-05-10,2024-07-02,4-Close,0.0,Lost,2024-06-28,,Lost to Competitor,45151325
OPP00276,ACC0038,LEAD00792,E0148,P016,22,2024-11-01,2024-11-21,4-Close,0.0,Lost,2024-11-23,,Went With In-house Supply,214988313
OPP00277,ACC0053,LEAD00796,E0126,P006,10,2024-10-30,2024-12-10,4-Close,1.0,Won,2024-12-10,13061575.0,,14096215
OPP00278,ACC0018,LEAD00797,E0161,P003,74,2024-09-18,2024-10-09,4-Close,0.0,Lost,2024-10-17,,Price,475114669
OPP00279,ACC0008,LEAD00800,E0096,P013,35,2024-11-19,2024-12-26,4-Close,0.0,Lost,2024-12-26,,Lost to Competitor,313607081
OPP00280,ACC0052,LEAD00801,E0085,P011,36,2024-05-14,2024-07-11,4-Close,1.0,Won,2024-07-14,347335460.0,,385767712
OPP00281,ACC0008,LEAD00802,E0089,P010,40,2025-02-01,2025-02-24,4-Close,0.0,Lost,2025-02-20,,Went With In-house Supply,112227810
OPP00282,ACC0051,LEAD00809,E0028,P004,6,2024-04-14,2024-08-24,4-Close,1.0,Won,2024-08-22,41403543.0,,44780599
OPP00283,ACC0001,LEAD00813,E0032,P005,141,2025-01-27,2025-03-26,4-Close,0.0,Lost,2025-03-31,,Lost to Competitor,1254634766
OPP00284,ACC0016,LEAD00814,E0085,P006,74,2024-07-02,2024-08-03,4-Close,0.0,Lost,2024-08-17,,Timing / Postponed,105036829
OPP00285,ACC0070,LEAD00815,E0085,P012,19,2025-10-27,2025-11-20,4-Close,1.0,Won,2025-11-28,58859828.0,,60094729
OPP00286,ACC0009,LEAD00817,E0052,P014,11,2024-11-28,2024-12-21,4-Close,1.0,Won,2024-12-26,133305857.0,,139108739
OPP00287,ACC0024,LEAD00818,E0085,P004,47,2024-01-15,2024-06-10,4-Close,0.0,Lost,2024-06-11,,Lost to Competitor,377368775
OPP00288,ACC0058,LEAD00822,E0085,P016,16,2024-04-28,2024-06-09,4-Close,0.0,Lost,2024-06-12,,Went With In-house Supply,175769067
OPP00289,ACC0011,LEAD00825,E0014,P001,27,2025-01-10,2025-06-17,4-Close,1.0,Won,2025-06-15,110781096.0,,121815948
OPP00290,ACC0056,LEAD00841,E0161,P010,41,2024-12-10,2024-12-26,4-Close,0.0,Lost,2025-01-02,,No Budget,118347783
OPP00291,ACC0060,LEAD00842,E0163,P001,58,2025-01-17,2025-05-01,4-Close,1.0,Won,2025-05-07,217508035.0,,232703723
OPP00292,ACC0050,LEAD00844,E0099,P012,5,2024-02-17,2024-03-23,4-Close,0.0,Lost,2024-04-06,,Price,16140900
OPP00293,ACC0032,LEAD00845,E0009,P004,10,2025-04-12,2025-05-07,4-Close,1.0,Won,2025-05-20,78237014.0,,76635993
OPP00294,ACC0024,LEAD00846,E0172,P002,59,2024-11-14,2025-01-03,4-Close,0.0,Lost,2025-01-07,,Price,302242937
OPP00295,ACC0067,LEAD00848,E0085,P015,117,2025-02-21,2025-04-05,4-Close,1.0,Won,2025-04-13,2063836258.0,,2118748319
OPP00296,ACC0067,LEAD00849,E0018,P008,12,2024-10-04,2024-11-13,4-Close,0.0,Lost,2024-11-13,,Lost to Competitor,29214485
OPP00297,ACC0012,LEAD00850,E0096,P009,4,2024-05-18,2024-08-27,4-Close,0.0,Lost,2024-08-27,,Lost to Competitor,6494491
OPP00298,ACC0047,LEAD00851,E0014,P014,29,2025-06-19,2025-07-08,4-Close,0.0,Lost,2025-07-05,,Lost to Competitor,390752631
OPP00299,ACC0055,LEAD00855,E0099,P017,31,2025-11-30,2026-03-27,2-Develop,0.38,Open,,,,366514066
OPP00300,ACC0064,LEAD00856,E0122,P013,101,2025-05-04,2025-09-17,4-Close,0.0,Lost,2025-09-26,,No Budget,959469281
OPP00301,ACC0057,LEAD00859,E0172,P013,101,2025-03-05,2025-07-23,4-Close,0.0,Lost,2025-07-23,,Lost to Competitor,1004009020
OPP00302,ACC0058,LEAD00860,E0089,P010,12,2025-07-14,2025-08-31,4-Close,0.0,Lost,2025-09-02,,Went With In-house Supply,36238609
OPP00303,ACC0059,LEAD00866,E0163,P001,24,2025-03-20,2025-05-05,4-Close,0.0,Lost,2025-05-19,,Lost to Competitor,109377004
OPP00304,ACC0030,LEAD00867,E0052,P008,53,2025-12-02,2026-01-19,3-Propose,0.63,Open,,,,125113487
OPP00305,ACC0019,LEAD00869,E0057,P017,65,2025-11-15,2025-12-21,4-Close,0.0,Lost,2025-12-20,,Price,756396877
OPP00306,ACC0030,LEAD00872,E0032,P012,24,2024-11-07,2024-12-06,4-Close,1.0,Won,2024-12-08,83018190.0,,82550091
OPP00307,ACC0031,LEAD00873,E0099,P011,48,2024-08-07,2025-01-30,4-Close,0.0,Lost,2025-01-30,,Lost to Competitor,479153059
OPP00308,ACC0039,LEAD00875,E0126,P015,41,2025-05-26,2025-06-28,4-Close,0.0,Lost,2025-07-08,,No Budget,764594437
OPP00309,ACC0001,LEAD00877,E0089,P009,13,2024-09-02,2024-09-27,4-Close,0.0,Lost,2024-09-28,,No Budget,22759769
OPP00310,ACC0002,LEAD00878,E0028,P005,7,2025-01-29,2025-03-20,4-Close,0.0,Lost,2025-03-11,,Went With In-house Supply,57720011
OPP00311,ACC0055,LEAD00880,E0161,P009,12,2025-07-28,2025-11-20,4-Close,1.0,Won,2025-11-21,22014826.0,,21601101
OPP00312,ACC0023,LEAD00882,E0173,P015,54,2024-04-26,2024-06-20,4-Close,0.0,Lost,2024-06-27,,No Budget,1042664666
OPP00313,ACC0007,LEAD00884,E0173,P010,24,2024-02-14,2024-04-15,4-Close,0.0,Lost,2024-04-28,,Price,74533123
OPP00314,ACC0008,LEAD00886,E0052,P016,21,2024-02-23,2024-03-27,4-Close,0.0,Lost,2024-04-13,,Lost to Competitor,202781918
OPP00315,ACC0067,LEAD00889,E0032,P011,20,2024-02-16,2024-03-09,4-Close,0.0,Lost,2024-03-16,,Lost to Competitor,207289241
OPP00316,ACC0013,LEAD00891,E0059,P013,35,2024-07-26,2024-08-19,4-Close,0.0,Lost,2024-08-25,,Price,336511332
OPP00317,ACC0049,LEAD00894,E0119,P006,14,2024-09-27,2024-10-28,4-Close,0.0,Lost,2024-10-31,,Lost to Competitor,21425559
OPP00318,ACC0051,LEAD00895,E0096,P013,38,2025-05-16,2025-09-03,4-Close,0.0,Lost,2025-08-25,,Went With In-house Supply,357921044
OPP00319,ACC0016,LEAD00899,E0059,P013,20,2025-09-06,2025-09-21,4-Close,1.0,Won,2025-10-04,190619963.0,,197857031
OPP00320,ACC0018,LEAD00901,E0119,P015,18,2024-04-22,2024-05-09,4-Close,1.0,Won,2024-05-09,317758043.0,,336545611
OPP00321,ACC0057,LEAD00906,E0052,P017,60,2024-02-05,2024-06-01,4-Close,0.0,Lost,2024-06-08,,Price,675236348
OPP00322,ACC0017,LEAD00907,E0028,P004,41,2025-06-20,2025-07-17,4-Close,0.0,Lost,2025-07-21,,No Budget,324708362
OPP00323,ACC0002,LEAD00908,E0014,P013,9,2025-03-11,2025-04-14,4-Close,1.0,Won,2025-04-16,80675235.0,,87321596
OPP00324,ACC0033,LEAD00910,E0028,P005,29,2025-07-31,2025-08-28,4-Close,1.0,Won,2025-08-26,277836667.0,,273652015
OPP00325,ACC0042,LEAD00913,E0059,P017,14,2024-10-10,2024-11-02,4-Close,1.0,Won,2024-11-04,148833852.0,,156795226
OPP00326,ACC0012,LEAD00919,E0089,P015,19,2025-06-25,2025-08-31,4-Close,0.0,Lost,2025-09-03,,Price,368283378
OPP00327,ACC0068,LEAD00921,E0057,P015,6,2024-09-27,2025-01-13,4-Close,1.0,Won,2025-01-29,99432702.0,,105782726
OPP00328,ACC0052,LEAD00923,E0148,P001,19,2024-05-30,2024-09-13,4-Close,0.0,Lost,2024-09-23,,No Budget,80358032
OPP00329,ACC0010,LEAD00924,E0100,P002,4,2025-08-23,2025-09-09,4-Close,0.0,Lost,2025-09-12,,Price,22256678
OPP00330,ACC0053,LEAD00925,E0119,P011,30,2024-04-09,2024-05-29,4-Close,0.0,Lost,2024-05-19,,Timing / Postponed,306863280
OPP00331,ACC0020,LEAD00933,E0163,P008,60,2025-09-10,2025-10-18,4-Close,0.0,Lost,2025-10-18,,Lost to Competitor,147550514
OPP00332,ACC0009,LEAD00934,E0014,P008,44,2025-04-22,2025-06-07,4-Close,1.0,Won,2025-06-09,104432405.0,,105682663
OPP00333,ACC0070,LEAD00935,E0161,P011,6,2024-08-03,2024-09-23,4-Close,1.0,Won,2024-09-30,60819558.0,,59749752
OPP00334,ACC0040,LEAD00936,E0119,P006,29,2025-11-07,2025-12-04,4-Close,1.0,Won,2025-12-04,41675234.0,,40462888
OPP00335,ACC0044,LEAD00937,E0119,P016,8,2024-06-09,2024-07-08,4-Close,1.0,Won,2024-06-30,82030697.0,,78695948
OPP00336,ACC0021,LEAD00944,E0052,P012,91,2024-02-10,2024-02-26,4-Close,0.0,Lost,2024-03-02,,Timing / Postponed,306859108
OPP00337,ACC0022,LEAD00945,E0173,P016,21,2024-06-15,2024-07-31,4-Close,0.0,Lost,2024-08-09,,Price,215392764
OPP00338,ACC0034,LEAD00947,E0122,P011,12,2025-09-22,2025-12-09,4-Close,0.0,Lost,2025-12-13,,No Budget,124740160
OPP00339,ACC0052,LEAD00950,E0009,P009,200,2024-07-18,2024-11-05,4-Close,1.0,Won,2024-11-05,328659442.0,,361288861
OPP00340,ACC0048,LEAD00951,E0119,P003,11,2024-02-19,2024-03-11,4-Close,0.0,Lost,2024-03-12,,Timing / Postponed,69482775
OPP00341,ACC0049,LEAD00952,E0052,P012,51,2025-08-25,2025-09-19,4-Close,0.0,Lost,2025-09-16,,Timing / Postponed,160549014
OPP00342,ACC0040,LEAD00956,E0028,P015,24,2024-09-28,2024-10-14,4-Close,0.0,Lost,2024-10-05,,Price,456889235
OPP00343,ACC0011,LEAD00960,E0172,P016,27,2025-08-24,2026-02-19,3-Propose,0.55,Open,,,,294391682
OPP00344,ACC0026,LEAD00961,E0172,P004,10,2024-11-03,2024-11-30,4-Close,0.0,Lost,2024-11-27,,No Budget,78008302
OPP00345,ACC0023,LEAD00964,E0059,P008,7,2025-06-13,2025-08-02,4-Close,1.0,Won,2025-08-07,16250525.0,,16750612
OPP00346,ACC0040,LEAD00965,E0018,P014,12,2025-03-01,2025-03-25,4-Close,1.0,Won,2025-03-22,151432946.0,,153600363
OPP00347,ACC0065,LEAD00967,E0057,P016,117,2024-08-25,2024-10-14,4-Close,1.0,Won,2024-10-22,1338231334.0,,1286379922
OPP00348,ACC0002,LEAD00968,E0009,P013,39,2025-12-16,2026-01-09,3-Propose,0.63,Open,,,,357370152
OPP00349,ACC0069,LEAD00969,E0099,P004,25,2025-03-23,2025-08-16,4-Close,0.0,Lost,2025-08-18,,Timing / Postponed,191033360
OPP00350,ACC0055,LEAD00970,E0100,P014,72,2025-12-24,2026-03-31,1-Qualify,0.16,Open,,,,963201831
OPP00351,ACC0062,LEAD00975,E0014,P013,19,2024-02-12,2024-03-17,4-Close,1.0,Won,2024-03-23,171316947.0,,167856699
OPP00352,ACC0003,LEAD00980,E0085,P005,27,2024-05-01,2024-05-24,4-Close,0.0,Lost,2024-05-19,,No Budget,232761734
OPP00353,ACC0051,LEAD00983,E0059,P001,99,2025-12-08,2026-04-06,1-Qualify,0.14,Open,,,,449056466
OPP00354,ACC0065,LEAD00984,E0059,P013,12,2025-11-09,2025-12-18,4-Close,1.0,Won,2025-12-21,102589618.0,,111630955
OPP00355,ACC0002,LEAD00985,E0122,P009,12,2025-06-22,2025-08-19,4-Close,1.0,Won,2025-08-18,19513640.0,,21234766
OPP00356,ACC0008,LEAD00988,E0148,P008,16,2024-07-19,2024-08-08,4-Close,0.0,Lost,2024-08-24,,Timing / Postponed,39724611
OPP00357,ACC0037,LEAD00991,E0085,P016,13,2024-07-27,2024-08-28,4-Close,0.0,Lost,2024-09-03,,Went With In-house Supply,131348909
OPP00358,ACC0035,LEAD00992,E0099,P004,12,2025-06-10,2025-07-12,4-Close,1.0,Won,2025-07-13,99036039.0,,96864548
OPP00359,ACC0011,LEAD00996,E0009,P011,3,2024-04-13,2024-06-18,4-Close,1.0,Won,2024-06-21,29276125.0,,28351499
OPP00360,ACC0064,LEAD00997,E0172,P002,2,2025-05-27,2025-10-05,4-Close,1.0,Won,2025-10-02,9929826.0,,9987458
OPP00361,ACC0019,LEAD01001,E0085,P007,16,2024-08-30,2024-09-17,4-Close,1.0,Won,2024-09-11,28071789.0,,31097381
OPP00362,ACC0043,LEAD01004,E0148,P004,67,2025-08-27,2025-10-25,4-Close,1.0,Won,2025-11-01,467096571.0,,484378050
OPP00363,ACC0067,LEAD01006,E0018,P002,146,2025-10-14,2025-11-22,4-Close,0.0,Lost,2025-11-19,,Lost to Competitor,730642946
OPP00364,ACC0045,LEAD01011,E0059,P012,79,2025-12-10,2026-04-08,1-Qualify,0.15,Open,,,,263561323
OPP00365,ACC0028,LEAD01014,E0009,P003,7,2024-07-08,2024-12-01,4-Close,1.0,Won,2024-12-07,40346125.0,,44221294
OPP00366,ACC0066,LEAD01015,E0059,P003,31,2024-04-25,2024-05-17,4-Close,0.0,Lost,2024-05-16,,No Budget,193859697
OPP00367,ACC0016,LEAD01018,E0119,P004,47,2025-03-10,2025-04-04,4-Close,1.0,Won,2025-04-16,377042742.0,,366036818
OPP00368,ACC0012,LEAD01022,E0028,P003,25,2025-11-24,2026-02-03,3-Propose,0.57,Open,,,,149940146
OPP00369,ACC0013,LEAD01024,E0057,P006,15,2024-10-20,2024-11-24,4-Close,0.0,Lost,2024-12-06,,Lost to Competitor,21158388
OPP00370,ACC0006,LEAD01026,E0052,P015,64,2024-02-21,2024-03-16,4-Close,0.0,Lost,2024-03-23,,No Budget,1177711483
OPP00371,ACC0010,LEAD01029,E0018,P004,8,2025-02-17,2025-03-17,4-Close,0.0,Lost,2025-03-13,,Timing / Postponed,63688434
OPP00372,ACC0046,LEAD01030,E0014,P009,84,2025-09-01,2025-11-15,4-Close,1.0,Won,2025-11-19,154529179.0,,148323064
OPP00373,ACC0025,LEAD01031,E0099,P011,12,2025-06-13,2025-08-19,4-Close,0.0,Lost,2025-08-18,,Lost to Competitor,116377469
OPP00374,ACC0033,LEAD01033,E0161,P001,55,2025-04-21,2025-06-19,4-Close,0.0,Lost,2025-06-23,,Timing / Postponed,225089288
OPP00375,ACC0070,LEAD01034,E0085,P012,4,2024-06-08,2024-07-26,4-Close,1.0,Won,2024-07-25,11976792.0,,13172331
OPP00376,ACC0023,LEAD01035,E0122,P007,8,2025-05-22,2025-07-20,4-Close,0.0,Lost,2025-07-30,,No Budget,15093725
OPP00377,ACC0016,LEAD01036,E0089,P009,48,2025-11-13,2025-12-04,4-Close,1.0,Won,2025-12-13,72071599.0,,77019509
OPP00378,ACC0037,LEAD01037,E0052,P011,42,2024-10-05,2024-11-08,4-Close,0.0,Lost,2024-11-04,,Timing / Postponed,444805901
OPP00379,ACC0035,LEAD01038,E0096,P010,63,2025-03-04,2025-04-02,4-Close,1.0,Won,2025-04-03,167321959.0,,184101022
OPP00380,ACC0067,LEAD01042,E0100,P002,55,2025-11-19,2025-12-12,4-Close,0.0,Lost,2025-12-11,,No Budget,281709005
OPP00381,ACC0019,LEAD01045,E0163,P010,24,2025-06-16,2025-07-08,4-Close,0.0,Lost,2025-07-07,,Lost to Competitor,68047329
OPP00382,ACC0001,LEAD01046,E0161,P011,32,2025-09-18,2025-10-15,4-Close,0.0,Lost,2025-10-21,,Price,307566827
