order_id,order_source,account_id,product_id,order_date,quantity,unit_price_irr,revenue_irr
ORD000271,Repeat,ACC0041,P007,2024-12-19,25,1968558,49213958
ORD000235,Repeat,ACC0037,P002,2024-12-20,71,5119966,363517623
ORD000685,CRM Won,ACC0058,P007,2024-12-22,34,2027405,68931785
ORD000184,Repeat,ACC0031,P017,2024-12-23,90,11306563,1017590674
ORD000699,CRM Won,ACC0058,P005,2024-12-24,16,9767489,156279831
ORD000165,Repeat,ACC0027,P012,2024-12-24,91,3072990,279642142
ORD000642,CRM Won,ACC0040,P006,2024-12-25,64,1397320,89428502
ORD000097,Repeat,ACC0017,P012,2024-12-25,58,3267029,189487729
ORD000579,CRM Won,ACC0009,P014,2024-12-26,11,12118714,133305857
ORD000392,Repeat,ACC0061,P003,2024-12-26,14,5994405,83921683
ORD000072,Repeat,ACC0014,P004,2024-12-27,14,7455060,104370840
ORD000559,CRM Won,ACC0055,P007,2024-12-28,33,1985114,65508767
ORD000286,Repeat,ACC0043,P004,2024-12-28,18,7086253,127552558
ORD000190,Repeat,ACC0032,P012,2024-12-30,55,3279500,180372530
ORD000263,Repeat,ACC0040,P004,2024-12-30,17,7357100,125070700
ORD000627,CRM Won,ACC0030,P002,2024-12-31,16,4873696,77979130
ORD000073,Repeat,ACC0014,P010,2025-01-01,20,2884371,57687429
ORD000733,CRM Won,ACC0026,P003,2025-01-01,7,6258605,43810232
ORD000036,Repeat,ACC0006,P004,2025-01-01,36,7506344,270228395
ORD000652,CRM Won,ACC0063,P006,2025-01-03,75,1450980,108823470
ORD000339,Repeat,ACC0051,P002,2025-01-03,32,5231279,167400929
ORD000470,CRM Won,ACC0043,P014,2025-01-03,4,12228981,48915924
ORD000729,CRM Won,ACC0017,P004,2025-01-04,29,7681337,222758774
ORD000488,CRM Won,ACC0062,P004,2025-01-07,33,7731300,255132911
ORD000664,CRM Won,ACC0030,P008,2025-01-07,37,2332680,86309144
ORD000082,Repeat,ACC0015,P002,2025-01-07,51,5037196,256897000
ORD000503,CRM Won,ACC0040,P013,2025-01-07,102,8962989,914224904
ORD000287,Repeat,ACC0043,P002,2025-01-08,16,5011004,80176079
ORD000302,Repeat,ACC0046,P003,2025-01-08,199,5635571,1121478802
ORD000293,Repeat,ACC0044,P005,2025-01-08,15,8429422,126441332
ORD000112,Repeat,ACC0019,P005,2025-01-09,9,8754079,78786713
ORD000207,Repeat,ACC0034,P001,2025-01-10,114,4278964,487801943
ORD000472,CRM Won,ACC0048,P005,2025-01-11,9,8977368,80796315
ORD000191,Repeat,ACC0032,P013,2025-01-12,103,8921990,918965041
ORD000331,Repeat,ACC0049,P015,2025-01-14,12,18751337,225016052
ORD000385,Repeat,ACC0060,P005,2025-01-14,62,8197334,508234711
ORD000157,Repeat,ACC0026,P001,2025-01-14,26,4324321,112432367
ORD000475,CRM Won,ACC0012,P008,2025-01-14,8,2354863,18838906
ORD000056,Repeat,ACC0010,P012,2025-01-15,12,3257232,39086791
ORD000083,Repeat,ACC0015,P015,2025-01-16,15,17818072,267271081
ORD000264,Repeat,ACC0040,P004,2025-01-16,9,7601250,68411257
ORD000438,Repeat,ACC0069,P006,2025-01-18,132,1490851,196792404
ORD000450,CRM Won,ACC0031,P016,2025-01-18,38,10500015,399000565
ORD000346,Repeat,ACC0053,P002,2025-01-20,16,5135571,82169139
ORD000045,Repeat,ACC0008,P010,2025-01-20,18,2866773,51601924
ORD000434,Repeat,ACC0068,P004,2025-01-21,149,7233192,1077745650
ORD000098,Repeat,ACC0017,P012,2025-01-21,20,3218391,64367829
ORD000130,Repeat,ACC0022,P017,2025-01-22,49,10884755,533353013
ORD000788,CRM Won,ACC0070,P004,2025-01-26,89,8038519,715428201
ORD000648,CRM Won,ACC0033,P014,2025-01-26,136,12888073,1752777985
ORD000123,Repeat,ACC0021,P006,2025-01-26,11,1461217,16073393
ORD000531,CRM Won,ACC0049,P016,2025-01-26,21,9640897,202458843
ORD000743,CRM Won,ACC0021,P017,2025-01-27,35,11780860,412330084
ORD000131,Repeat,ACC0022,P008,2025-01-27,11,2264656,24911225
ORD000809,CRM Won,ACC0024,P001,2025-01-28,1,4754961,4754961
ORD000819,CRM Won,ACC0015,P003,2025-01-28,18,6050056,108901002
ORD000504,CRM Won,ACC0062,P004,2025-01-28,42,8290939,348219449
ORD000272,Repeat,ACC0041,P008,2025-01-28,15,2248793,33731908
ORD000591,CRM Won,ACC0068,P015,2025-01-29,6,16572117,99432702
ORD000198,Repeat,ACC0033,P007,2025-01-30,36,1999829,71993877
ORD000721,CRM Won,ACC0027,P006,2025-02-01,75,1640846,123063445
ORD000691,CRM Won,ACC0035,P012,2025-02-03,29,3248934,94219091
ORD000683,CRM Won,ACC0020,P004,2025-02-03,11,7745548,85201031
ORD000008,Repeat,ACC0001,P005,2025-02-04,22,8178740,179932281
ORD000513,CRM Won,ACC0052,P002,2025-02-04,14,5132958,71861419
ORD000037,Repeat,ACC0006,P004,2025-02-05,16,7231669,115706712
ORD000241,Repeat,ACC0038,P004,2025-02-05,39,7254012,282906487
ORD000714,CRM Won,ACC0010,P003,2025-02-06,183,5812438,1063676165
ORD000730,CRM Won,ACC0067,P009,2025-02-07,55,1719749,94586211
ORD000407,Repeat,ACC0065,P005,2025-02-08,31,8311897,257668812
ORD000439,Repeat,ACC0069,P006,2025-02-09,71,1408856,100028818
ORD000084,Repeat,ACC0015,P015,2025-02-11,37,17996734,665879183
ORD000376,Repeat,ACC0059,P003,2025-02-12,49,5955315,291810482
ORD000242,Repeat,ACC0038,P006,2025-02-13,25,1383103,34577592
ORD000104,Repeat,ACC0018,P003,2025-02-13,7,5943159,41602113
ORD000064,Repeat,ACC0011,P016,2025-02-16,78,10099927,787794345
ORD000377,Repeat,ACC0059,P009,2025-02-17,41,1626381,66681647
ORD000085,Repeat,ACC0015,P002,2025-02-18,10,5041016,50410167
ORD000253,Repeat,ACC0039,P007,2025-02-18,5,2003871,10019358
ORD000490,CRM Won,ACC0047,P017,2025-02-19,11,11686206,128548265
ORD000479,CRM Won,ACC0065,P015,2025-02-19,43,20200211,868609088
ORD000192,Repeat,ACC0032,P015,2025-02-24,39,18924645,738061165
ORD000199,Repeat,ACC0033,P002,2025-02-26,20,4935909,98718189
ORD000254,Repeat,ACC0039,P002,2025-02-27,17,4994068,84899157
ORD000760,CRM Won,ACC0030,P003,2025-02-28,13,5785636,75213272
ORD000500,CRM Won,ACC0039,P002,2025-03-04,31,4558903,141325999
ORD000643,CRM Won,ACC0011,P016,2025-03-05,48,9465453,454341746
ORD000449,CRM Won,ACC0005,P010,2025-03-06,11,3213682,35350498
ORD000547,CRM Won,ACC0013,P003,2025-03-10,182,5989169,1090028792
ORD000614,CRM Won,ACC0002,P017,2025-03-12,39,11148365,434786229
ORD000046,Repeat,ACC0008,P016,2025-03-13,17,9675700,164486904
ORD000086,Repeat,ACC0015,P015,2025-03-14,41,18339426,751916498
ORD000659,CRM Won,ACC0048,P013,2025-03-15,14,9766431,136730029
ORD000692,CRM Won,ACC0054,P008,2025-03-15,7,2278299,15948094
ORD000674,CRM Won,ACC0058,P005,2025-03-15,53,9379327,497104340
ORD000200,Repeat,ACC0033,P007,2025-03-17,183,1867351,341725332
ORD000787,CRM Won,ACC0062,P006,2025-03-17,50,1369811,68490572
ORD000512,CRM Won,ACC0004,P014,2025-03-18,24,11433794,274411044
ORD000555,CRM Won,ACC0050,P017,2025-03-18,15,10605715,159085730
ORD000538,CRM Won,ACC0039,P008,2025-03-20,12,2113918,25367019
ORD000634,CRM Won,ACC0033,P005,2025-03-22,6,8756521,52539124
ORD000687,CRM Won,ACC0021,P007,2025-03-22,29,2046701,59354326
ORD000723,CRM Won,ACC0033,P005,2025-03-22,22,8467061,186275346
ORD000598,CRM Won,ACC0040,P014,2025-03-22,12,12619412,151432946
ORD000651,CRM Won,ACC0019,P007,2025-03-23,10,1962949,19629492
ORD000429,Repeat,ACC0067,P014,2025-03-23,17,12532533,213053069
ORD000386,Repeat,ACC0060,P009,2025-03-24,64,1600536,102434340
ORD000323,Repeat,ACC0048,P014,2025-03-26,20,12553387,251067742
ORD000221,Repeat,ACC0036,P006,2025-03-26,23,1447949,33302848
ORD000222,Repeat,ACC0036,P006,2025-03-26,41,1440195,59048008
ORD000573,CRM Won,ACC0050,P001,2025-03-27,13,4118242,53537148
ORD000166,Repeat,ACC0027,P012,2025-03-27,27,3109563,83958219
ORD000739,CRM Won,ACC0021,P012,2025-03-28,27,2829747,76403166
ORD000176,Repeat,ACC0029,P003,2025-03-31,46,5819343,267689821
ORD000752,CRM Won,ACC0018,P013,2025-04-01,10,8064214,80642145
ORD000347,Repeat,ACC0053,P010,2025-04-01,26,2999013,77974362
ORD000430,Repeat,ACC0067,P006,2025-04-02,29,1487860,43147962
ORD000223,Repeat,ACC0036,P006,2025-04-02,24,1400553,33613290
ORD000613,CRM Won,ACC0035,P010,2025-04-03,63,2655904,167321959
ORD000038,Repeat,ACC0006,P012,2025-04-03,5,3058485,15292428
ORD000530,CRM Won,ACC0068,P004,2025-04-03,26,7608673,197825500
ORD000620,CRM Won,ACC0041,P013,2025-04-04,26,10045677,261187612
ORD000657,CRM Won,ACC0001,P005,2025-04-05,25,8481585,212039634
ORD000348,Repeat,ACC0053,P010,2025-04-05,28,3031442,84880398
ORD000177,Repeat,ACC0030,P001,2025-04-07,15,4048330,60724963
ORD000774,CRM Won,ACC0027,P007,2025-04-07,24,1917699,46024785
ORD000132,Repeat,ACC0022,P017,2025-04-07,59,11492214,678040636
ORD000532,CRM Won,ACC0041,P015,2025-04-08,12,18096938,217163251
ORD000791,CRM Won,ACC0043,P001,2025-04-08,7,4689947,32829626
ORD000564,CRM Won,ACC0062,P007,2025-04-09,15,1830368,27455522
ORD000105,Repeat,ACC0018,P016,2025-04-09,10,9738910,97389105
ORD000820,CRM Won,ACC0026,P013,2025-04-09,32,9598279,307144915
ORD000546,CRM Won,ACC0047,P004,2025-04-11,9,7299694,65697247
ORD000583,CRM Won,ACC0067,P015,2025-04-13,117,17639626,2063836258
ORD000431,Repeat,ACC0067,P014,2025-04-14,19,12532095,238109810
ORD000588,CRM Won,ACC0002,P013,2025-04-16,9,8963915,80675235
ORD000609,CRM Won,ACC0016,P004,2025-04-16,47,8022186,377042742
ORD000212,Repeat,ACC0035,P003,2025-04-16,14,6031910,84446748
ORD000501,CRM Won,ACC0065,P017,2025-04-18,12,10433150,125197799
ORD000118,Repeat,ACC0020,P012,2025-04-18,21,3211669,67445058
ORD000178,Repeat,ACC0030,P001,2025-04-21,26,4019177,104498606
ORD000273,Repeat,ACC0041,P008,2025-04-21,35,2404806,84168221
ORD000069,Repeat,ACC0013,P012,2025-04-21,11,3130921,34440135
ORD000799,CRM Won,ACC0047,P009,2025-04-24,31,1776950,55085452
ORD000013,Repeat,ACC0002,P009,2025-04-26,93,1607678,149514127
ORD000669,CRM Won,ACC0067,P016,2025-04-27,13,11110325,144434221
ORD000279,Repeat,ACC0042,P014,2025-04-27,13,12432729,161625489
ORD000146,Repeat,ACC0024,P001,2025-04-27,35,4211164,147390759
ORD000243,Repeat,ACC0038,P003,2025-04-27,36,5791765,208503542
ORD000208,Repeat,ACC0034,P001,2025-04-30,94,4246818,399200968
ORD000757,CRM Won,ACC0062,P007,2025-05-01,70,2043370,143035887
ORD000534,CRM Won,ACC0028,P013,2025-05-02,2,9576036,19152071
ORD000519,CRM Won,ACC0035,P014,2025-05-02,26,13374168,347728372
ORD000711,CRM Won,ACC0012,P008,2025-05-02,17,2148545,36525268
ORD000274,Repeat,ACC0041,P010,2025-05-03,12,2879526,34554320
ORD000074,Repeat,ACC0014,P015,2025-05-03,8,18705478,149643831
ORD000369,Repeat,ACC0058,P006,2025-05-05,63,1411287,88911134
ORD000138,Repeat,ACC0023,P014,2025-05-05,23,12676706,291564240
ORD000332,Repeat,ACC0049,P005,2025-05-05,18,8306766,149521801
ORD000065,Repeat,ACC0011,P016,2025-05-05,40,9887821,395512860
ORD000822,CRM Won,ACC0053,P002,2025-05-05,104,5328337,554147028
ORD000656,CRM Won,ACC0012,P001,2025-05-06,3,4566934,13700802
ORD000029,Repeat,ACC0005,P008,2025-05-06,14,2417566,33845924
ORD000581,CRM Won,ACC0060,P001,2025-05-07,58,3750139,217508035
ORD000707,CRM Won,ACC0007,P009,2025-05-08,7,1601724,11212065
ORD000401,Repeat,ACC0063,P011,2025-05-08,77,9755204,751150766
ORD000697,CRM Won,ACC0050,P004,2025-05-10,16,7626245,122019914
ORD000139,Repeat,ACC0023,P014,2025-05-10,11,12403790,136441693
ORD000496,CRM Won,ACC0005,P010,2025-05-10,17,2673384,45447531
ORD000014,Repeat,ACC0002,P008,2025-05-11,47,2274556,106904162
ORD000824,CRM Won,ACC0021,P004,2025-05-12,25,8392695,209817382
ORD000808,CRM Won,ACC0005,P010,2025-05-12,40,2925899,117035976
ORD000140,Repeat,ACC0023,P014,2025-05-13,16,12143602,194297633
ORD000151,Repeat,ACC0025,P003,2025-05-14,30,5726056,171781683
ORD000489,CRM Won,ACC0033,P005,2025-05-15,72,8927449,642776342
ORD000480,CRM Won,ACC0005,P017,2025-05-16,68,11317787,769609499
ORD000397,Repeat,ACC0062,P002,2025-05-19,12,4849336,58192032
ORD000582,CRM Won,ACC0032,P004,2025-05-20,10,7823701,78237014
ORD000773,CRM Won,ACC0059,P005,2025-05-22,71,7950451,564481988
ORD000255,Repeat,ACC0039,P007,2025-05-24,27,1921661,51884871
ORD000443,Repeat,ACC0070,P016,2025-05-24,43,10171472,437373308
ORD000256,Repeat,ACC0039,P017,2025-05-28,12,11564025,138768303
ORD000705,CRM Won,ACC0049,P002,2025-05-29,20,5101428,102028558
ORD000497,CRM Won,ACC0012,P014,2025-05-29,12,13518199,162218393
ORD000447,CRM Won,ACC0016,P016,2025-05-30,51,9331965,475930238
ORD000119,Repeat,ACC0020,P012,2025-05-31,13,3274365,42566753
ORD000185,Repeat,ACC0031,P016,2025-05-31,100,9618073,961807376
ORD000644,CRM Won,ACC0070,P004,2025-05-31,15,7452136,111782047
ORD000047,Repeat,ACC0008,P010,2025-06-01,63,2916677,183750697
ORD000167,Repeat,ACC0027,P012,2025-06-02,11,3056791,33624706
ORD000201,Repeat,ACC0033,P007,2025-06-03,26,1865619,48506105
ORD000638,CRM Won,ACC0047,P005,2025-06-03,26,9041974,235091327
ORD000543,CRM Won,ACC0008,P007,2025-06-06,29,2003620,58104979
ORD000120,Repeat,ACC0020,P012,2025-06-07,12,3177423,38129077
ORD000701,CRM Won,ACC0020,P003,2025-06-07,55,5568852,306286870
ORD000765,CRM Won,ACC0018,P001,2025-06-08,142,4833441,686348620
ORD000066,Repeat,ACC0012,P008,2025-06-09,119,2322506,276378269
ORD000592,CRM Won,ACC0009,P008,2025-06-09,44,2373464,104432405
ORD000686,CRM Won,ACC0044,P012,2025-06-09,17,2984629,50738694
ORD000647,CRM Won,ACC0049,P014,2025-06-09,35,12592751,440746270
ORD000280,Repeat,ACC0042,P014,2025-06-11,25,12400153,310003826
ORD000680,CRM Won,ACC0007,P010,2025-06-14,13,2973049,38649632
ORD000265,Repeat,ACC0040,P001,2025-06-14,11,4300649,47307144
ORD000510,CRM Won,ACC0069,P009,2025-06-14,7,1531614,10721297
ORD000580,CRM Won,ACC0011,P001,2025-06-15,27,4103004,110781096
ORD000491,CRM Won,ACC0008,P017,2025-06-16,58,10806999,626805969
ORD000655,CRM Won,ACC0038,P007,2025-06-16,10,1726054,17260540
ORD000623,CRM Won,ACC0017,P016,2025-06-17,20,10930831,218616617
ORD000505,CRM Won,ACC0037,P007,2025-06-17,58,1944764,112796287
ORD000244,Repeat,ACC0038,P006,2025-06-18,24,1426805,34243338
ORD000713,CRM Won,ACC0010,P003,2025-06-20,12,6305556,75666668
ORD000772,CRM Won,ACC0023,P002,2025-06-20,44,4533690,199482350
ORD000522,CRM Won,ACC0035,P013,2025-06-20,46,8405313,386644395
ORD000281,Repeat,ACC0042,P014,2025-06-21,7,12494118,87458827
ORD000099,Repeat,ACC0017,P012,2025-06-21,50,3151997,157599855
ORD000236,Repeat,ACC0037,P007,2025-06-24,24,1856500,44556002
ORD000571,CRM Won,ACC0062,P003,2025-06-24,67,6460658,432864116
ORD000444,Repeat,ACC0070,P010,2025-06-24,112,2998123,335789859
ORD000451,CRM Won,ACC0025,P017,2025-06-27,81,10661077,863547232
ORD000615,CRM Won,ACC0046,P002,2025-06-29,23,5154137,118545140
ORD000422,Repeat,ACC0066,P004,2025-06-29,17,7034172,119580940
ORD000408,Repeat,ACC0065,P015,2025-07-01,13,17683033,229879434
ORD000445,Repeat,ACC0070,P010,2025-07-01,19,2842200,54001808
ORD000630,CRM Won,ACC0064,P005,2025-07-02,31,8824523,273560209
ORD000499,CRM Won,ACC0013,P012,2025-07-03,11,3296585,36262439
ORD000695,CRM Won,ACC0020,P003,2025-07-03,49,6023764,295164457
ORD000731,CRM Won,ACC0015,P012,2025-07-05,7,3569187,24984307
ORD000423,Repeat,ACC0066,P004,2025-07-07,19,7237919,137520473
ORD000759,CRM Won,ACC0053,P004,2025-07-07,27,7223431,195032630
ORD000378,Repeat,ACC0059,P006,2025-07-08,40,1441972,57678904
ORD000636,CRM Won,ACC0021,P015,2025-07-08,23,16398292,377160706
ORD000826,CRM Won,ACC0015,P012,2025-07-09,29,3326916,96480565
ORD000168,Repeat,ACC0027,P002,2025-07-11,14,5214985,73009802
ORD000179,Repeat,ACC0030,P017,2025-07-12,32,11353792,363321363
ORD000398,Repeat,ACC0062,P012,2025-07-12,9,3179257,28613314
ORD000706,CRM Won,ACC0048,P011,2025-07-13,59,9866813,582141946
ORD000603,CRM Won,ACC0035,P004,2025-07-13,12,8253003,99036039
ORD000668,CRM Won,ACC0066,P002,2025-07-14,47,4819567,226519670
ORD000288,Repeat,ACC0043,P012,2025-07-15,18,3193300,57479402
ORD000213,Repeat,ACC0035,P007,2025-07-17,16,1944471,31111537
ORD000700,CRM Won,ACC0038,P015,2025-07-19,38,18511804,703448547
ORD000631,CRM Won,ACC0009,P009,2025-07-19,3,1521412,4564237
ORD000769,CRM Won,ACC0034,P011,2025-07-19,30,8849809,265494265
ORD000570,CRM Won,ACC0021,P008,2025-07-19,15,2082494,31237407
ORD000026,Repeat,ACC0004,P012,2025-07-20,32,3144726,100631256
ORD000477,CRM Won,ACC0049,P003,2025-07-20,58,6514959,377867623
ORD000720,CRM Won,ACC0008,P003,2025-07-23,12,6322391,75868692
ORD000370,Repeat,ACC0058,P014,2025-07-23,27,12851162,346981386
ORD000349,Repeat,ACC0053,P008,2025-07-24,12,2253870,27046449
ORD000303,Repeat,ACC0046,P010,2025-07-26,205,2845316,583289847
ORD000666,CRM Won,ACC0019,P009,2025-07-26,19,1572697,29881241
ORD000709,CRM Won,ACC0039,P006,2025-07-27,30,1545773,46373200
ORD000202,Repeat,ACC0033,P002,2025-07-27,55,5250958,288802696
ORD000424,Repeat,ACC0066,P012,2025-07-27,12,3247271,38967253
ORD000649,CRM Won,ACC0048,P003,2025-07-28,66,5439350,358997088
ORD000214,Repeat,ACC0035,P003,2025-07-29,8,5778899,46231198
ORD000075,Repeat,ACC0014,P004,2025-07-31,22,7099969,156199333
ORD000483,CRM Won,ACC0058,P017,2025-08-01,46,10508329,483383130
ORD000048,Repeat,ACC0008,P010,2025-08-03,47,2807519,131953401
ORD000180,Repeat,ACC0030,P017,2025-08-04,27,10775155,290929204
ORD000457,CRM Won,ACC0019,P011,2025-08-06,71,9795388,695472539
ORD000224,Repeat,ACC0036,P016,2025-08-06,30,9932270,297968103
ORD000597,CRM Won,ACC0023,P008,2025-08-07,7,2321504,16250525
ORD000203,Repeat,ACC0033,P003,2025-08-09,36,5975909,215132745
ORD000737,CRM Won,ACC0020,P001,2025-08-09,43,4288462,184403875
ORD000482,CRM Won,ACC0038,P011,2025-08-09,35,9935935,347757718
ORD000245,Repeat,ACC0038,P006,2025-08-10,79,1482166,117091133
ORD000106,Repeat,ACC0018,P017,2025-08-12,17,10875501,184883533
ORD000225,Repeat,ACC0036,P010,2025-08-13,14,2871416,40199834
ORD000409,Repeat,ACC0065,P015,2025-08-13,68,18722831,1273152552
ORD000052,Repeat,ACC0009,P011,2025-08-14,29,9551087,276981532
ORD000410,Repeat,ACC0065,P004,2025-08-14,34,7419177,252252037
ORD000796,CRM Won,ACC0050,P007,2025-08-15,55,2095171,115234390
ORD000800,CRM Won,ACC0008,P010,2025-08-16,123,2827878,347829040
ORD000602,CRM Won,ACC0002,P009,2025-08-18,12,1626137,19513640
ORD000722,CRM Won,ACC0067,P014,2025-08-20,41,11529532,472710831
ORD000676,CRM Won,ACC0005,P008,2025-08-21,104,2313331,240586434
ORD000310,Repeat,ACC0047,P012,2025-08-22,31,3047766,94480758
ORD000541,CRM Won,ACC0005,P016,2025-08-23,9,10285703,92571328
ORD000030,Repeat,ACC0005,P014,2025-08-23,29,12220453,354393145
ORD000628,CRM Won,ACC0007,P013,2025-08-24,38,9298316,353336003
ORD000226,Repeat,ACC0036,P016,2025-08-24,28,10333803,289346492
ORD000677,CRM Won,ACC0060,P013,2025-08-24,47,9559879,449314328
ORD000300,Repeat,ACC0045,P007,2025-08-25,76,1968071,149573421
ORD000100,Repeat,ACC0017,P016,2025-08-25,34,10008412,340286011
ORD000495,CRM Won,ACC0068,P006,2025-08-25,42,1586541,66634738
ORD000798,CRM Won,ACC0034,P017,2025-08-26,20,10712780,214255593
ORD000057,Repeat,ACC0010,P012,2025-08-26,21,3182570,66833971
ORD000486,CRM Won,ACC0028,P012,2025-08-26,20,3239650,64792997
ORD000589,CRM Won,ACC0033,P005,2025-08-26,29,9580575,277836667
ORD000806,CRM Won,ACC0054,P016,2025-08-29,3,10092551,30277653
ORD000690,CRM Won,ACC0059,P010,2025-09-02,5,2940683,14703416
ORD000626,CRM Won,ACC0030,P003,2025-09-02,15,5926362,88895428
ORD000101,Repeat,ACC0017,P016,2025-09-03,83,10039080,833243687
ORD000360,Repeat,ACC0056,P017,2025-09-03,20,11377676,227553522
ORD000058,Repeat,ACC0010,P015,2025-09-03,10,17842323,178423237
ORD000324,Repeat,ACC0048,P003,2025-09-07,23,5808854,133603649
ORD000181,Repeat,ACC0030,P011,2025-09-09,31,10060840,311886047
ORD000562,CRM Won,ACC0069,P016,2025-09-10,25,9887669,247191735
ORD000460,CRM Won,ACC0051,P007,2025-09-12,134,2008117,269087626
ORD000654,CRM Won,ACC0016,P009,2025-09-12,26,1605927,41754102
ORD000350,Repeat,ACC0053,P010,2025-09-14,40,3010822,120432883
ORD000464,CRM Won,ACC0066,P012,2025-09-15,19,3204096,60877817
ORD000227,Repeat,ACC0036,P006,2025-09-15,44,1409460,62016240
ORD000147,Repeat,ACC0024,P016,2025-09-16,174,10135169,1763519560
ORD000459,CRM Won,ACC0019,P007,2025-09-17,7,1910629,13374401
ORD000237,Repeat,ACC0037,P009,2025-09-18,112,1657067,185591605
ORD000411,Repeat,ACC0065,P004,2025-09-21,42,7466184,313579752
ORD000107,Repeat,ACC0018,P016,2025-09-21,11,9969061,109659680
ORD000804,CRM Won,ACC0065,P010,2025-09-23,58,2913589,168988155
ORD000311,Repeat,ACC0047,P009,2025-09-23,26,1675336,43558746
ORD000454,CRM Won,ACC0047,P010,2025-09-24,34,2981048,101355638
ORD000763,CRM Won,ACC0020,P010,2025-09-24,7,3194169,22359184
ORD000771,CRM Won,ACC0027,P001,2025-09-25,7,4130583,28914083
ORD000507,CRM Won,ACC0019,P010,2025-09-27,17,3051617,51877495
ORD000141,Repeat,ACC0023,P012,2025-09-27,46,3179895,146275198
ORD000124,Repeat,ACC0021,P006,2025-09-28,23,1455893,33485553
ORD000633,CRM Won,ACC0040,P017,2025-09-28,11,11111536,122226894
ORD000152,Repeat,ACC0025,P003,2025-09-29,28,5907617,165413281
ORD000458,CRM Won,ACC0064,P004,2025-09-29,70,7695871,538710984
ORD000113,Repeat,ACC0019,P003,2025-09-30,13,5867103,76272346
ORD000658,CRM Won,ACC0012,P012,2025-09-30,37,3170424,117305701
ORD000502,CRM Won,ACC0038,P017,2025-10-01,49,10524104,515681108
ORD000294,Repeat,ACC0044,P008,2025-10-01,22,2235277,49176100
ORD000605,CRM Won,ACC0064,P002,2025-10-02,2,4964913,9929826
ORD000125,Repeat,ACC0021,P014,2025-10-03,24,12782769,306786474
ORD000586,CRM Won,ACC0016,P013,2025-10-04,20,9530998,190619963
ORD000076,Repeat,ACC0014,P015,2025-10-04,25,18668009,466700245
ORD000379,Repeat,ACC0059,P009,2025-10-05,25,1643983,41099591
ORD000342,Repeat,ACC0052,P005,2025-10-05,19,8378320,159188087
ORD000487,CRM Won,ACC0058,P009,2025-10-05,25,1739420,43485492
ORD000754,CRM Won,ACC0015,P005,2025-10-08,22,8981659,197596497
ORD000468,CRM Won,ACC0064,P010,2025-10-08,8,2873285,22986281
ORD000795,CRM Won,ACC0058,P016,2025-10-10,6,10098423,60590540
ORD000535,CRM Won,ACC0040,P004,2025-10-11,14,7384656,103385181
ORD000574,CRM Won,ACC0039,P016,2025-10-13,14,9919177,138868473
ORD000257,Repeat,ACC0039,P017,2025-10-13,17,11366111,193223901
ORD000380,Repeat,ACC0059,P006,2025-10-16,55,1404842,77266350
ORD000742,CRM Won,ACC0024,P004,2025-10-16,3,7191285,21573856
ORD000471,CRM Won,ACC0052,P014,2025-10-17,110,13088526,1439737807
ORD000387,Repeat,ACC0060,P005,2025-10-18,29,8204612,237933763
ORD000718,CRM Won,ACC0049,P001,2025-10-18,33,4339584,143206277
ORD000724,CRM Won,ACC0051,P012,2025-10-19,7,3130715,21915007
ORD000333,Repeat,ACC0049,P014,2025-10-19,11,11942099,131363091
ORD000246,Repeat,ACC0038,P004,2025-10-20,104,7588847,789240097
ORD000388,Repeat,ACC0060,P009,2025-10-20,64,1675274,107217585
ORD000807,CRM Won,ACC0012,P006,2025-10-21,16,1504837,24077394
ORD000688,CRM Won,ACC0061,P003,2025-10-22,31,5585552,173152121
ORD000093,Repeat,ACC0016,P012,2025-10-23,19,3227542,61323308
ORD000821,CRM Won,ACC0043,P011,2025-10-23,45,9957172,448072757
ORD000494,CRM Won,ACC0061,P015,2025-10-24,2,20337078,40674156
ORD000762,CRM Won,ACC0019,P001,2025-10-24,24,4604176,110500219
ORD000775,CRM Won,ACC0011,P002,2025-10-27,13,4617382,60025961
ORD000133,Repeat,ACC0022,P013,2025-10-29,103,9227534,950436060
ORD000169,Repeat,ACC0027,P002,2025-10-29,26,4847653,126038998
ORD000312,Repeat,ACC0047,P012,2025-10-29,13,3054940,39714225
ORD000803,CRM Won,ACC0022,P014,2025-10-29,21,13744226,288628755
ORD000247,Repeat,ACC0038,P004,2025-10-30,34,7040828,239388174
ORD000049,Repeat,ACC0008,P016,2025-11-01,39,9954436,388223028
ORD000021,Repeat,ACC0003,P016,2025-11-01,11,10389348,114282833
ORD000607,CRM Won,ACC0043,P004,2025-11-01,67,6971591,467096571
ORD000381,Repeat,ACC0059,P009,2025-11-01,21,1629101,34211129
ORD000667,CRM Won,ACC0014,P004,2025-11-01,60,8037618,482257069
ORD000193,Repeat,ACC0032,P012,2025-11-02,16,3107220,49715523
ORD000108,Repeat,ACC0018,P017,2025-11-02,19,11610439,220598354
ORD000031,Repeat,ACC0005,P003,2025-11-03,11,5865985,64525837
ORD000077,Repeat,ACC0014,P015,2025-11-05,11,17601892,193620816
ORD000782,CRM Won,ACC0019,P017,2025-11-06,8,11253450,90027603
ORD000126,Repeat,ACC0021,P014,2025-11-06,11,12723570,139959271
ORD000542,CRM Won,ACC0066,P002,2025-11-06,33,4773809,157535704
ORD000814,CRM Won,ACC0010,P004,2025-11-08,21,8106754,170241826
ORD000792,CRM Won,ACC0061,P011,2025-11-08,27,9573056,258472519
