date,line_id,product_id,planned_units,produced_units,scrap_units,downtime_minutes
2025-09-27,L3,P010,19,19,0,12
2025-09-27,L3,P012,28,27,1,23
2025-09-28,L2,P006,15,15,0,11
2025-09-28,L4,P017,12,12,0,79
2025-09-29,L1,P003,31,29,1,47
2025-09-29,L1,P004,31,30,1,33
2025-09-30,L1,P003,15,15,0,32
2025-09-30,L3,P012,28,27,1,22
2025-10-01,L2,P008,15,15,0,15
2025-10-01,L4,P017,24,24,0,28
2025-10-02,L1,P002,3,3,0,42
2025-10-03,L4,P014,24,23,1,0
2025-10-04,L4,P013,22,21,1,29
2025-10-04,L4,P015,24,23,0,46
2025-10-05,L1,P005,21,21,0,49
2025-10-05,L3,P009,28,27,0,65
2025-10-08,L1,P005,24,24,0,25
2025-10-08,L3,P010,9,9,0,2
2025-10-10,L4,P016,7,7,0,24
2025-10-11,L1,P004,16,16,0,23
2025-10-13,L4,P016,16,16,0,3
2025-10-13,L4,P017,19,19,0,0
2025-10-16,L1,P004,4,4,0,19
2025-10-16,L2,P006,15,15,0,9
2025-10-17,L4,P014,24,24,0,29
2025-10-18,L1,P001,31,31,0,13
2025-10-18,L1,P005,31,30,1,0
2025-10-19,L3,P012,8,8,0,30
2025-10-19,L4,P014,12,12,0,7
2025-10-20,L1,P004,31,31,0,37
2025-10-20,L3,P009,28,27,1,17
2025-10-21,L2,P006,15,15,0,14
2025-10-22,L1,P003,31,29,1,50
2025-10-23,L3,P011,28,27,1,24
2025-10-23,L3,P012,21,19,1,46
2025-10-24,L1,P001,26,26,0,5
2025-10-24,L4,P015,3,3,0,12
2025-10-27,L1,P002,15,15,0,5
2025-10-29,L1,P002,29,28,1,25
2025-10-29,L3,P012,15,15,0,41
2025-10-29,L4,P013,24,22,1,59
2025-10-29,L4,P014,23,23,0,20
2025-10-30,L1,P004,31,30,1,9
2025-11-01,L1,P004,31,30,1,14
2025-11-01,L3,P009,23,22,0,55
2025-11-01,L4,P016,24,23,1,17
2025-11-02,L3,P012,18,18,0,29
2025-11-02,L4,P017,21,21,0,0
2025-11-03,L1,P003,12,12,0,15
2025-11-05,L4,P015,12,12,0,23
2025-11-06,L1,P002,31,30,1,8
2025-11-06,L4,P014,12,12,0,8
2025-11-06,L4,P017,9,9,0,27
2025-11-08,L1,P004,23,22,1,45
2025-11-08,L3,P011,28,27,1,22
2025-11-09,L1,P003,31,31,0,30
2025-11-09,L3,P009,28,28,0,23
2025-11-10,L1,P001,31,31,0,28
2025-11-11,L1,P001,31,31,0,0
2025-11-12,L3,P012,28,27,0,38
2025-11-13,L1,P004,7,7,0,23
2025-11-13,L2,P007,15,15,0,33
2025-11-13,L4,P013,24,22,1,47
2025-11-16,L1,P003,21,21,0,31
2025-11-16,L1,P005,22,22,0,29
2025-11-18,L4,P017,24,24,0,18
2025-11-19,L2,P007,15,15,0,27
2025-11-19,L3,P009,28,27,1,18
2025-11-21,L3,P009,13,13,0,14
2025-11-21,L3,P012,21,21,0,31
2025-11-22,L1,P004,31,31,0,16
2025-11-22,L2,P006,15,15,0,22
2025-11-22,L3,P012,28,27,1,0
2025-11-22,L4,P017,24,24,0,36
2025-11-23,L2,P006,13,13,0,56
2025-11-23,L4,P015,24,24,0,0
2025-11-25,L2,P006,15,15,0,40
2025-11-26,L3,P010,18,18,0,15
2025-11-27,L1,P001,11,11,0,56
2025-11-27,L1,P003,31,30,1,35
2025-11-27,L3,P012,20,19,1,0
2025-11-28,L1,P002,24,23,1,12
2025-11-28,L3,P012,21,21,0,33
2025-11-29,L1,P002,31,29,1,54
2025-11-29,L2,P006,15,15,0,22
2025-11-29,L4,P014,4,4,0,46
2025-12-01,L4,P014,17,16,1,18
2025-12-03,L1,P002,20,20,0,8
2025-12-03,L3,P009,25,25,0,36
2025-12-04,L2,P006,15,15,0,55
2025-12-06,L1,P001,31,30,1,24
2025-12-06,L1,P004,18,17,1,0
2025-12-07,L1,P001,31,30,1,0
2025-12-07,L1,P005,9,9,0,28
2025-12-08,L2,P006,15,15,0,39
2025-12-08,L2,P007,15,15,0,9
2025-12-08,L2,P008,15,15,0,25
2025-12-08,L4,P016,24,23,0,48
2025-12-09,L4,P016,24,22,1,66
2025-12-13,L1,P001,11,11,0,12
2025-12-13,L3,P009,28,27,0,47
2025-12-14,L3,P011,6,6,0,15
2025-12-16,L2,P007,15,15,0,22
2025-12-16,L3,P009,28,27,1,23
2025-12-17,L1,P002,26,25,1,9
2025-12-17,L4,P017,24,23,0,46
2025-12-18,L1,P001,15,15,0,26
2025-12-18,L2,P006,15,15,0,43
2025-12-18,L2,P007,15,15,0,9
2025-12-18,L3,P011,28,27,1,28
2025-12-18,L4,P017,12,11,1,55
2025-12-19,L2,P007,10,10,0,54
2025-12-20,L3,P009,28,28,0,19
2025-12-20,L3,P010,28,27,1,29
2025-12-21,L1,P002,31,31,0,41
2025-12-21,L1,P003,11,11,0,29
2025-12-21,L1,P004,12,12,0,42
2025-12-21,L3,P011,28,26,1,48
2025-12-21,L4,P013,13,13,0,23
2025-12-21,L4,P015,13,13,0,20
2025-12-22,L2,P006,15,15,0,18
2025-12-22,L2,P008,15,15,0,2
2025-12-22,L3,P009,21,21,0,6
2025-12-23,L2,P008,15,15,0,0
2025-12-23,L3,P012,19,19,0,30
2025-12-24,L3,P011,5,5,0,48
2025-12-25,L1,P002,31,31,0,24
2025-12-25,L1,P005,31,30,1,33
2025-12-26,L2,P006,15,15,0,0
2025-12-27,L1,P003,31,30,1,23
2025-12-27,L2,P006,15,14,0,74
2025-12-29,L2,P008,15,15,0,39
2025-12-30,L2,P006,15,15,0,16
2025-12-30,L2,P008,15,15,0,29
