lead_id,created_date,source,owner,status,qualified_date,disqualify_reason
LEAD00332,2025-08-16,Partner Channel,E0089,Qualified,2025-08-24,
LEAD00333,2025-12-23,Trade Show,E0161,Open,,
LEAD00334,2024-02-03,Cold Outreach,E0059,Disqualified,2024-02-10,Unresponsive
LEAD00335,2025-06-02,Web Inquiry,E0100,Disqualified,2025-06-19,No Budget
LEAD00336,2025-05-23,Trade Show,E0163,Qualified,2025-05-25,
LEAD00337,2025-12-16,Referral,E0163,Open,,
LEAD00338,2024-01-13,Referral,E0018,Disqualified,2024-01-17,No Budget
LEAD00339,2025-12-27,Cold Outreach,E0099,Open,,
LEAD00340,2025-01-23,Referral,E0161,Disqualified,2025-01-27,No Longer Interested
LEAD00341,2025-07-27,Cold Outreach,E0172,Disqualified,2025-08-13,Went With Competitor
LEAD00342,2024-07-26,Web Inquiry,E0018,Disqualified,2024-07-28,No Longer Interested
LEAD00343,2025-07-20,Trade Show,E0032,Disqualified,2025-07-26,Unresponsive
LEAD00344,2025-07-22,Cold Outreach,E0032,Disqualified,2025-07-29,Wrong Fit
LEAD00345,2024-10-28,Trade Show,E0173,Disqualified,2024-11-01,Wrong Fit
LEAD00346,2024-04-22,Partner Channel,E0163,Qualified,2024-05-01,
LEAD00347,2024-08-05,Referral,E0032,Disqualified,2024-08-16,Went With Competitor
LEAD00348,2025-09-12,Partner Channel,E0059,Qualified,2025-09-20,
LEAD00349,2025-03-05,Trade Show,E0119,Disqualified,2025-03-15,Went With Competitor
LEAD00350,2025-07-07,Cold Outreach,E0052,Disqualified,2025-07-17,Wrong Fit
LEAD00351,2025-07-06,Cold Outreach,E0161,Disqualified,2025-07-10,Went With Competitor
LEAD00352,2025-12-13,Trade Show,E0009,Open,,
LEAD00353,2025-10-29,Partner Channel,E0161,Qualified,2025-11-18,
LEAD00354,2025-02-03,Cold Outreach,E0100,Qualified,2025-02-11,
LEAD00355,2025-05-05,Referral,E0009,Disqualified,2025-05-13,Unresponsive
LEAD00356,2024-06-09,Partner Channel,E0057,Qualified,2024-06-24,
LEAD00357,2025-02-21,Partner Channel,E0148,Qualified,2025-03-06,
LEAD00358,2025-06-26,Trade Show,E0172,Disqualified,2025-07-09,Went With Competitor
LEAD00359,2025-08-14,Referral,E0163,Qualified,2025-08-17,
LEAD00360,2025-01-26,Trade Show,E0059,Disqualified,2025-02-05,No Budget
LEAD00361,2025-06-29,Referral,E0126,Disqualified,2025-07-01,Unresponsive
LEAD00362,2024-01-16,Web Inquiry,E0085,Disqualified,2024-01-19,Wrong Fit
LEAD00363,2024-04-30,Web Inquiry,E0100,Disqualified,2024-05-20,No Longer Interested
LEAD00364,2024-05-12,Trade Show,E0057,Disqualified,2024-05-17,Unresponsive
LEAD00365,2025-08-13,Trade Show,E0099,Disqualified,2025-09-01,Wrong Fit
LEAD00366,2024-06-23,Trade Show,E0018,Disqualified,2024-06-28,No Longer Interested
LEAD00367,2024-06-09,Referral,E0119,Disqualified,2024-06-21,No Longer Interested
LEAD00368,2025-05-19,Trade Show,E0018,Disqualified,2025-05-27,Went With Competitor
LEAD00369,2024-07-25,Referral,E0028,Disqualified,2024-08-11,Wrong Fit
LEAD00370,2025-10-14,Web Inquiry,E0059,Disqualified,2025-10-26,Went With Competitor
LEAD00371,2024-12-28,Referral,E0173,Disqualified,2025-01-09,Unresponsive
LEAD00372,2024-05-01,Web Inquiry,E0028,Disqualified,2024-05-16,Unresponsive
LEAD00373,2025-04-30,Cold Outreach,E0148,Qualified,2025-05-19,
LEAD00374,2024-11-25,Web Inquiry,E0089,Qualified,2024-12-10,
LEAD00375,2025-07-29,Partner Channel,E0163,Disqualified,2025-08-13,Went With Competitor
LEAD00376,2025-04-05,Cold Outreach,E0028,Qualified,2025-04-20,
LEAD00377,2025-09-19,Cold Outreach,E0163,Disqualified,2025-10-04,Went With Competitor
LEAD00378,2025-09-05,Web Inquiry,E0032,Disqualified,2025-09-21,Wrong Fit
LEAD00379,2024-09-08,Trade Show,E0096,Qualified,2024-09-10,
LEAD00380,2025-10-01,Referral,E0148,Disqualified,2025-10-15,No Budget
LEAD00381,2025-08-18,Trade Show,E0163,Disqualified,2025-09-02,Wrong Fit
LEAD00382,2024-12-07,Referral,E0028,Qualified,2024-12-18,
LEAD00383,2025-03-21,Trade Show,E0009,Disqualified,2025-04-10,No Longer Interested
LEAD00384,2024-05-05,Referral,E0052,Disqualified,2024-05-14,No Budget
LEAD00385,2025-10-02,Cold Outreach,E0014,Disqualified,2025-10-18,No Budget
LEAD00386,2024-05-22,Cold Outreach,E0059,Disqualified,2024-06-06,Went With Competitor
LEAD00387,2024-09-03,Trade Show,E0009,Disqualified,2024-09-17,Wrong Fit
LEAD00388,2025-04-13,Referral,E0059,Qualified,2025-04-26,
LEAD00389,2024-04-23,Cold Outreach,E0052,Qualified,2024-05-13,
LEAD00390,2025-01-02,Web Inquiry,E0028,Disqualified,2025-01-17,Went With Competitor
LEAD00391,2025-07-01,Partner Channel,E0163,Disqualified,2025-07-19,Went With Competitor
LEAD00392,2024-02-14,Web Inquiry,E0099,Qualified,2024-03-04,
LEAD00393,2024-03-30,Cold Outreach,E0172,Disqualified,2024-04-06,No Longer Interested
LEAD00394,2025-11-26,Referral,E0028,Disqualified,2025-12-04,Unresponsive
LEAD00395,2025-10-07,Referral,E0057,Disqualified,2025-10-25,No Budget
LEAD00396,2025-04-26,Referral,E0173,Disqualified,2025-05-08,Went With Competitor
LEAD00397,2024-01-26,Partner Channel,E0161,Qualified,2024-02-05,
LEAD00398,2025-08-15,Referral,E0018,Qualified,2025-08-25,
LEAD00399,2025-10-23,Partner Channel,E0057,Qualified,2025-11-01,
LEAD00400,2024-09-30,Partner Channel,E0100,Qualified,2024-10-03,
LEAD00401,2024-12-20,Trade Show,E0122,Disqualified,2025-01-04,Wrong Fit
LEAD00402,2024-12-17,Web Inquiry,E0009,Qualified,2025-01-02,
LEAD00403,2024-07-12,Partner Channel,E0126,Disqualified,2024-07-16,Unresponsive
LEAD00404,2024-09-09,Cold Outreach,E0018,Disqualified,2024-09-23,No Budget
LEAD00405,2024-07-01,Trade Show,E0018,Disqualified,2024-07-10,No Budget
LEAD00406,2024-05-20,Cold Outreach,E0057,Disqualified,2024-05-29,No Budget
LEAD00407,2024-02-29,Partner Channel,E0089,Disqualified,2024-03-09,Unresponsive
LEAD00408,2025-10-31,Partner Channel,E0059,Disqualified,2025-11-17,No Longer Interested
LEAD00409,2025-12-02,Trade Show,E0173,Disqualified,2025-12-07,Wrong Fit
LEAD00410,2025-09-26,Referral,E0089,Qualified,2025-10-01,
LEAD00411,2025-03-11,Cold Outreach,E0009,Disqualified,2025-03-23,Went With Competitor
LEAD00412,2025-02-14,Referral,E0089,Qualified,2025-02-26,
LEAD00413,2025-02-24,Trade Show,E0172,Disqualified,2025-03-11,Unresponsive
LEAD00414,2024-09-06,Trade Show,E0100,Qualified,2024-09-14,
LEAD00415,2024-08-19,Referral,E0032,Disqualified,2024-08-25,Wrong Fit
LEAD00416,2024-08-01,Referral,E0089,Disqualified,2024-08-05,Wrong Fit
LEAD00417,2025-08-11,Cold Outreach,E0100,Disqualified,2025-08-30,No Budget
LEAD00418,2024-04-05,Partner Channel,E0163,Qualified,2024-04-18,
LEAD00419,2024-06-01,Web Inquiry,E0100,Disqualified,2024-06-15,No Budget
LEAD00420,2025-05-27,Partner Channel,E0096,Qualified,2025-05-29,
LEAD00421,2025-03-29,Trade Show,E0126,Qualified,2025-04-02,
LEAD00422,2024-02-02,Web Inquiry,E0100,Disqualified,2024-02-15,Wrong Fit
LEAD00423,2025-07-19,Web Inquiry,E0119,Qualified,2025-07-25,
LEAD00424,2025-03-17,Trade Show,E0009,Disqualified,2025-03-22,Went With Competitor
LEAD00425,2025-05-07,Web Inquiry,E0096,Disqualified,2025-05-17,Went With Competitor
LEAD00426,2025-07-02,Trade Show,E0126,Disqualified,2025-07-22,No Budget
LEAD00427,2025-01-22,Partner Channel,E0172,Disqualified,2025-02-08,Went With Competitor
LEAD00428,2024-01-05,Trade Show,E0028,Qualified,2024-01-13,
LEAD00429,2024-08-16,Partner Channel,E0126,Disqualified,2024-09-04,Went With Competitor
LEAD00430,2025-04-01,Cold Outreach,E0163,Qualified,2025-04-13,
LEAD00431,2024-02-03,Web Inquiry,E0096,Disqualified,2024-02-14,No Budget
LEAD00432,2025-04-04,Cold Outreach,E0172,Qualified,2025-04-19,
LEAD00433,2024-04-10,Cold Outreach,E0096,Disqualified,2024-04-15,Wrong Fit
LEAD00434,2024-03-04,Web Inquiry,E0028,Qualified,2024-03-21,
LEAD00435,2025-01-16,Partner Channel,E0126,Disqualified,2025-02-01,Unresponsive
LEAD00436,2025-06-12,Web Inquiry,E0119,Disqualified,2025-06-22,No Budget
LEAD00437,2024-07-15,Web Inquiry,E0028,Qualified,2024-08-02,
LEAD00438,2024-06-01,Referral,E0057,Qualified,2024-06-12,
LEAD00439,2024-07-17,Partner Channel,E0052,Disqualified,2024-07-30,No Budget
LEAD00440,2024-11-21,Referral,E0126,Disqualified,2024-12-07,Wrong Fit
LEAD00441,2025-05-15,Trade Show,E0163,Disqualified,2025-05-22,No Budget
LEAD00442,2024-07-13,Cold Outreach,E0119,Disqualified,2024-08-02,Went With Competitor
LEAD00443,2024-03-04,Cold Outreach,E0161,Disqualified,2024-03-06,Went With Competitor
LEAD00444,2024-03-19,Trade Show,E0009,Disqualified,2024-04-08,Wrong Fit
LEAD00445,2024-06-23,Partner Channel,E0014,Disqualified,2024-07-11,No Budget
LEAD00446,2025-07-28,Web Inquiry,E0028,Disqualified,2025-08-15,Unresponsive
LEAD00447,2025-08-17,Web Inquiry,E0014,Disqualified,2025-08-27,No Budget
LEAD00448,2025-05-06,Web Inquiry,E0126,Disqualified,2025-05-15,No Budget
LEAD00449,2024-07-30,Referral,E0126,Disqualified,2024-08-05,No Longer Interested
LEAD00450,2025-08-03,Referral,E0122,Disqualified,2025-08-05,Unresponsive
LEAD00451,2025-06-28,Trade Show,E0057,Qualified,2025-07-16,
LEAD00452,2024-11-24,Partner Channel,E0028,Disqualified,2024-12-09,Wrong Fit
LEAD00453,2025-03-15,Cold Outreach,E0028,Qualified,2025-03-29,
LEAD00454,2024-07-20,Partner Channel,E0161,Qualified,2024-08-01,
LEAD00455,2025-10-30,Cold Outreach,E0100,Disqualified,2025-11-18,No Longer Interested
LEAD00456,2025-05-18,Web Inquiry,E0173,Disqualified,2025-05-21,No Budget
LEAD00457,2025-11-04,Trade Show,E0085,Disqualified,2025-11-06,Went With Competitor
LEAD00458,2024-09-18,Web Inquiry,E0085,Disqualified,2024-09-24,No Budget
LEAD00459,2024-05-26,Trade Show,E0161,Disqualified,2024-06-14,No Longer Interested
LEAD00460,2025-05-16,Partner Channel,E0028,Qualified,2025-05-30,
LEAD00461,2024-12-30,Web Inquiry,E0059,Qualified,2025-01-04,
LEAD00462,2024-04-08,Trade Show,E0096,Disqualified,2024-04-28,No Budget
LEAD00463,2024-11-02,Partner Channel,E0009,Disqualified,2024-11-04,No Longer Interested
LEAD00464,2024-09-12,Referral,E0173,Qualified,2024-09-22,
LEAD00465,2025-06-05,Cold Outreach,E0100,Disqualified,2025-06-13,No Longer Interested
LEAD00466,2025-09-07,Referral,E0052,Disqualified,2025-09-27,Went With Competitor
LEAD00467,2024-01-16,Referral,E0028,Disqualified,2024-01-19,Went With Competitor
LEAD00468,2024-07-10,Partner Channel,E0057,Qualified,2024-07-13,
LEAD00469,2024-12-02,Cold Outreach,E0173,Disqualified,2024-12-19,Wrong Fit
LEAD00470,2024-05-28,Referral,E0161,Disqualified,2024-06-11,Wrong Fit
LEAD00471,2024-07-20,Partner Channel,E0057,Qualified,2024-07-27,
LEAD00472,2024-10-09,Trade Show,E0163,Disqualified,2024-10-16,Wrong Fit
LEAD00473,2024-05-09,Cold Outreach,E0173,Disqualified,2024-05-16,Unresponsive
LEAD00474,2024-10-16,Partner Channel,E0009,Qualified,2024-10-26,
LEAD00475,2024-09-07,Trade Show,E0052,Disqualified,2024-09-21,No Longer Interested
LEAD00476,2024-04-03,Web Inquiry,E0014,Disqualified,2024-04-11,Went With Competitor
LEAD00477,2025-05-25,Partner Channel,E0100,Qualified,2025-05-27,
LEAD00478,2024-12-03,Referral,E0173,Disqualified,2024-12-05,Wrong Fit
LEAD00479,2025-01-09,Cold Outreach,E0163,Disqualified,2025-01-28,Went With Competitor
LEAD00480,2024-07-03,Partner Channel,E0172,Disqualified,2024-07-17,Went With Competitor
LEAD00481,2024-11-05,Referral,E0014,Disqualified,2024-11-22,No Budget
LEAD00482,2025-12-24,Referral,E0148,Qualified,2025-12-30,
LEAD00483,2024-12-20,Referral,E0052,Qualified,2025-01-06,
LEAD00484,2024-11-18,Referral,E0009,Qualified,2024-11-22,
LEAD00485,2025-08-05,Partner Channel,E0099,Disqualified,2025-08-09,Unresponsive
LEAD00486,2024-07-07,Trade Show,E0014,Qualified,2024-07-27,
LEAD00487,2024-09-14,Trade Show,E0014,Qualified,2024-09-27,
LEAD00488,2024-02-07,Partner Channel,E0126,Qualified,2024-02-15,
LEAD00489,2024-07-24,Trade Show,E0059,Qualified,2024-08-13,
LEAD00490,2025-08-13,Referral,E0148,Disqualified,2025-08-16,Unresponsive
LEAD00491,2024-02-29,Web Inquiry,E0085,Disqualified,2024-03-09,Unresponsive
LEAD00492,2024-11-21,Trade Show,E0057,Disqualified,2024-11-28,No Budget
LEAD00493,2024-01-20,Trade Show,E0172,Disqualified,2024-01-27,No Budget
LEAD00494,2024-06-19,Cold Outreach,E0122,Disqualified,2024-06-24,No Budget
LEAD00495,2024-09-04,Partner Channel,E0057,Qualified,2024-09-10,
LEAD00496,2024-06-17,Trade Show,E0028,Qualified,2024-06-30,
LEAD00497,2025-10-16,Trade Show,E0059,Qualified,2025-11-04,
LEAD00498,2025-06-08,Cold Outreach,E0052,Disqualified,2025-06-24,No Budget
LEAD00499,2024-01-13,Referral,E0014,Disqualified,2024-01-28,No Budget
LEAD00500,2025-02-16,Web Inquiry,E0099,Qualified,2025-03-04,
LEAD00501,2024-04-10,Web Inquiry,E0018,Qualified,2024-04-18,
LEAD00502,2024-11-08,Web Inquiry,E0161,Disqualified,2024-11-18,No Longer Interested
LEAD00503,2024-04-08,Web Inquiry,E0028,Disqualified,2024-04-28,Unresponsive
LEAD00504,2024-04-02,Referral,E0173,Disqualified,2024-04-19,Unresponsive
LEAD00505,2024-12-02,Web Inquiry,E0096,Disqualified,2024-12-06,Went With Competitor
LEAD00506,2024-03-10,Referral,E0122,Disqualified,2024-03-21,Wrong Fit
LEAD00507,2025-09-13,Web Inquiry,E0119,Qualified,2025-09-25,
LEAD00508,2024-09-24,Trade Show,E0052,Disqualified,2024-10-04,No Longer Interested
LEAD00509,2024-05-08,Cold Outreach,E0099,Disqualified,2024-05-24,No Budget
LEAD00510,2024-03-15,Cold Outreach,E0052,Disqualified,2024-03-31,No Budget
LEAD00511,2024-11-22,Web Inquiry,E0018,Disqualified,2024-11-29,Went With Competitor
LEAD00512,2024-01-06,Web Inquiry,E0059,Disqualified,2024-01-10,Went With Competitor
LEAD00513,2024-12-15,Cold Outreach,E0161,Qualified,2024-12-27,
LEAD00514,2025-08-02,Referral,E0059,Qualified,2025-08-13,
LEAD00515,2025-08-26,Partner Channel,E0085,Qualified,2025-09-01,
LEAD00516,2024-05-03,Partner Channel,E0173,Qualified,2024-05-17,
LEAD00517,2025-12-16,Web Inquiry,E0119,Qualified,2025-12-31,
LEAD00518,2025-07-25,Web Inquiry,E0099,Disqualified,2025-08-05,Wrong Fit
LEAD00519,2024-09-13,Referral,E0100,Qualified,2024-10-02,
LEAD00520,2024-08-18,Web Inquiry,E0059,Disqualified,2024-09-05,No Budget
LEAD00521,2024-06-23,Trade Show,E0032,Qualified,2024-06-28,
LEAD00522,2024-12-11,Trade Show,E0122,Qualified,2024-12-18,
LEAD00523,2025-12-02,Cold Outreach,E0028,Disqualified,2025-12-17,Wrong Fit
LEAD00524,2025-08-05,Referral,E0014,Disqualified,2025-08-18,Went With Competitor
LEAD00525,2024-12-28,Web Inquiry,E0028,Disqualified,2025-01-14,Went With Competitor
LEAD00526,2025-03-16,Web Inquiry,E0059,Disqualified,2025-03-25,No Budget
LEAD00527,2025-10-18,Partner Channel,E0096,Qualified,2025-11-03,
LEAD00528,2024-12-04,Partner Channel,E0057,Disqualified,2024-12-19,No Budget
LEAD00529,2025-02-21,Web Inquiry,E0085,Qualified,2025-02-26,
LEAD00530,2024-07-24,Cold Outreach,E0161,Disqualified,2024-08-08,No Longer Interested
LEAD00531,2025-11-03,Cold Outreach,E0148,Disqualified,2025-11-09,Went With Competitor
LEAD00532,2024-02-12,Cold Outreach,E0009,Qualified,2024-03-01,
LEAD00533,2025-07-24,Partner Channel,E0085,Qualified,2025-08-01,
LEAD00534,2025-06-22,Web Inquiry,E0009,Disqualified,2025-06-24,No Longer Interested
LEAD00535,2024-12-13,Partner Channel,E0052,Qualified,2024-12-24,
LEAD00536,2025-08-21,Referral,E0032,Qualified,2025-08-27,
LEAD00537,2024-10-15,Partner Channel,E0122,Qualified,2024-10-25,
LEAD00538,2024-07-18,Partner Channel,E0099,Qualified,2024-07-22,
LEAD00539,2024-08-29,Referral,E0099,Disqualified,2024-09-06,Wrong Fit
LEAD00540,2024-07-27,Web Inquiry,E0173,Disqualified,2024-08-12,No Longer Interested
LEAD00541,2025-02-16,Referral,E0100,Qualified,2025-02-23,
LEAD00542,2025-08-24,Cold Outreach,E0126,Disqualified,2025-08-27,Unresponsive
LEAD00543,2024-07-24,Referral,E0119,Qualified,2024-08-04,
LEAD00544,2024-01-11,Cold Outreach,E0032,Disqualified,2024-01-19,No Longer Interested
LEAD00545,2024-05-27,Web Inquiry,E0032,Qualified,2024-06-09,
LEAD00546,2024-01-30,Referral,E0059,Disqualified,2024-02-03,Went With Competitor
LEAD00547,2025-10-12,Cold Outreach,E0100,Disqualified,2025-10-17,Went With Competitor
LEAD00548,2025-09-06,Web Inquiry,E0172,Qualified,2025-09-22,
LEAD00549,2024-03-16,Cold Outreach,E0096,Disqualified,2024-03-20,No Longer Interested
LEAD00550,2024-10-04,Partner Channel,E0122,Qualified,2024-10-09,
LEAD00551,2024-09-03,Cold Outreach,E0122,Disqualified,2024-09-15,Wrong Fit
LEAD00552,2024-09-29,Partner Channel,E0148,Disqualified,2024-10-10,Wrong Fit
LEAD00553,2024-09-22,Trade Show,E0052,Disqualified,2024-09-25,Went With Competitor
LEAD00554,2024-09-02,Referral,E0099,Disqualified,2024-09-19,Went With Competitor
LEAD00555,2025-02-10,Cold Outreach,E0089,Disqualified,2025-02-12,Unresponsive
LEAD00556,2024-07-24,Cold Outreach,E0089,Qualified,2024-08-01,
LEAD00557,2025-05-21,Trade Show,E0096,Disqualified,2025-06-07,Went With Competitor
LEAD00558,2025-05-13,Web Inquiry,E0163,Disqualified,2025-05-30,No Budget
LEAD00559,2024-01-25,Web Inquiry,E0059,Qualified,2024-02-09,
LEAD00560,2024-03-28,Partner Channel,E0096,Disqualified,2024-04-04,Went With Competitor
LEAD00561,2025-08-12,Referral,E0014,Disqualified,2025-08-23,Unresponsive
LEAD00562,2025-09-29,Referral,E0014,Qualified,2025-10-07,
LEAD00563,2024-11-07,Partner Channel,E0172,Qualified,2024-11-15,
LEAD00564,2025-12-26,Referral,E0148,Open,,
LEAD00565,2024-05-24,Partner Channel,E0018,Qualified,2024-06-09,
LEAD00566,2025-08-09,Web Inquiry,E0100,Disqualified,2025-08-17,No Longer Interested
LEAD00567,2024-03-29,Web Inquiry,E0032,Disqualified,2024-04-06,No Longer Interested
LEAD00568,2024-06-07,Cold Outreach,E0119,Disqualified,2024-06-25,No Budget
LEAD00569,2024-08-11,Cold Outreach,E0057,Disqualified,2024-08-30,No Longer Interested
LEAD00570,2025-07-04,Cold Outreach,E0126,Qualified,2025-07-15,
LEAD00571,2024-01-13,Trade Show,E0089,Disqualified,2024-01-19,Wrong Fit
LEAD00572,2025-09-08,Web Inquiry,E0014,Qualified,2025-09-27,
LEAD00573,2025-04-02,Trade Show,E0014,Qualified,2025-04-15,
LEAD00574,2024-03-24,Trade Show,E0009,Disqualified,2024-04-03,Wrong Fit
LEAD00575,2025-02-28,Web Inquiry,E0096,Qualified,2025-03-03,
LEAD00576,2025-03-22,Partner Channel,E0052,Disqualified,2025-04-10,No Longer Interested
LEAD00577,2024-07-08,Cold Outreach,E0173,Disqualified,2024-07-28,Went With Competitor
LEAD00578,2024-04-09,Trade Show,E0089,Qualified,2024-04-14,
LEAD00579,2025-05-30,Referral,E0099,Disqualified,2025-06-14,Wrong Fit
LEAD00580,2025-04-20,Web Inquiry,E0172,Disqualified,2025-05-08,No Budget
LEAD00581,2025-11-12,Cold Outreach,E0122,Disqualified,2025-11-22,Unresponsive
LEAD00582,2024-05-04,Web Inquiry,E0057,Disqualified,2024-05-12,Went With Competitor
LEAD00583,2025-12-20,Referral,E0009,Qualified,2025-12-31,
LEAD00584,2024-03-20,Partner Channel,E0028,Disqualified,2024-03-28,No Longer Interested
LEAD00585,2024-02-24,Web Inquiry,E0057,Qualified,2024-03-05,
LEAD00586,2024-09-19,Cold Outreach,E0028,Disqualified,2024-09-29,Went With Competitor
LEAD00587,2024-10-21,Web Inquiry,E0009,Qualified,2024-10-25,
LEAD00588,2024-08-22,Cold Outreach,E0009,Disqualified,2024-09-02,No Longer Interested
LEAD00589,2025-07-16,Partner Channel,E0014,Qualified,2025-08-03,
LEAD00590,2025-03-14,Partner Channel,E0163,Disqualified,2025-03-23,Wrong Fit
LEAD00591,2025-02-25,Cold Outreach,E0161,Qualified,2025-03-08,
LEAD00592,2025-01-17,Cold Outreach,E0148,Qualified,2025-01-28,
LEAD00593,2025-09-23,Trade Show,E0059,Qualified,2025-10-06,
LEAD00594,2025-08-08,Cold Outreach,E0085,Disqualified,2025-08-11,Unresponsive
LEAD00595,2025-05-19,Partner Channel,E0100,Disqualified,2025-06-05,No Longer Interested
LEAD00596,2024-08-18,Web Inquiry,E0163,Qualified,2024-08-27,
LEAD00597,2024-02-09,Web Inquiry,E0052,Disqualified,2024-02-15,No Longer Interested
LEAD00598,2024-02-20,Web Inquiry,E0173,Disqualified,2024-03-11,No Longer Interested
LEAD00599,2025-09-13,Web Inquiry,E0089,Disqualified,2025-09-18,Went With Competitor
LEAD00600,2025-06-09,Referral,E0163,Disqualified,2025-06-12,Went With Competitor
LEAD00601,2024-01-22,Cold Outreach,E0122,Disqualified,2024-02-02,No Budget
LEAD00602,2024-08-12,Web Inquiry,E0172,Disqualified,2024-08-14,Went With Competitor
LEAD00603,2025-02-08,Referral,E0163,Disqualified,2025-02-18,No Budget
LEAD00604,2024-12-04,Partner Channel,E0122,Disqualified,2024-12-19,No Longer Interested
LEAD00605,2024-03-17,Web Inquiry,E0148,Qualified,2024-03-25,
LEAD00606,2024-04-08,Cold Outreach,E0014,Qualified,2024-04-16,
LEAD00607,2025-07-14,Trade Show,E0018,Disqualified,2025-08-02,No Longer Interested
LEAD00608,2024-04-10,Partner Channel,E0126,Disqualified,2024-04-27,Unresponsive
LEAD00609,2024-04-25,Web Inquiry,E0059,Qualified,2024-05-07,
LEAD00610,2024-10-27,Cold Outreach,E0119,Disqualified,2024-11-12,No Budget
LEAD00611,2025-10-06,Partner Channel,E0032,Qualified,2025-10-14,
LEAD00612,2025-09-19,Cold Outreach,E0099,Disqualified,2025-10-08,No Longer Interested
LEAD00613,2024-09-12,Trade Show,E0014,Qualified,2024-09-24,
LEAD00614,2024-03-04,Trade Show,E0018,Disqualified,2024-03-17,No Budget
LEAD00615,2025-07-23,Referral,E0028,Disqualified,2025-08-12,Went With Competitor
LEAD00616,2024-12-16,Referral,E0122,Disqualified,2024-12-23,Wrong Fit
LEAD00617,2025-11-07,Referral,E0163,Disqualified,2025-11-27,Went With Competitor
LEAD00618,2024-03-25,Web Inquiry,E0172,Disqualified,2024-04-01,No Budget
LEAD00619,2024-05-15,Partner Channel,E0163,Qualified,2024-05-24,
LEAD00620,2024-08-20,Referral,E0173,Qualified,2024-08-28,
LEAD00621,2025-11-20,Cold Outreach,E0009,Disqualified,2025-12-04,Went With Competitor
LEAD00622,2025-09-10,Partner Channel,E0014,Disqualified,2025-09-15,No Longer Interested
LEAD00623,2025-01-27,Referral,E0052,Disqualified,2025-02-08,Unresponsive
LEAD00624,2025-09-10,Referral,E0119,Disqualified,2025-09-17,Unresponsive
LEAD00625,2024-09-10,Partner Channel,E0122,Disqualified,2024-09-26,Unresponsive
LEAD00626,2024-07-06,Partner Channel,E0009,Qualified,2024-07-13,
LEAD00627,2025-10-15,Trade Show,E0018,Qualified,2025-10-22,
LEAD00628,2025-10-07,Referral,E0018,Qualified,2025-10-16,
LEAD00629,2025-05-28,Cold Outreach,E0148,Disqualified,2025-06-10,No Budget
LEAD00630,2025-03-05,Cold Outreach,E0126,Disqualified,2025-03-13,No Budget
LEAD00631,2024-10-09,Referral,E0032,Disqualified,2024-10-16,No Budget
LEAD00632,2025-02-05,Referral,E0014,Disqualified,2025-02-10,Wrong Fit
LEAD00633,2025-11-26,Web Inquiry,E0018,Qualified,2025-11-28,
LEAD00634,2025-12-11,Referral,E0163,Open,,
LEAD00635,2024-02-10,Referral,E0085,Disqualified,2024-02-20,No Longer Interested
LEAD00636,2025-04-03,Referral,E0018,Disqualified,2025-04-20,Unresponsive
LEAD00637,2024-02-12,Cold Outreach,E0032,Qualified,2024-02-28,
LEAD00638,2024-10-30,Referral,E0009,Disqualified,2024-11-04,No Longer Interested
LEAD00639,2024-09-24,Web Inquiry,E0148,Disqualified,2024-10-11,Wrong Fit
LEAD00640,2024-12-15,Web Inquiry,E0148,Disqualified,2024-12-28,Went With Competitor
LEAD00641,2024-02-09,Web Inquiry,E0018,Disqualified,2024-02-11,No Longer Interested
LEAD00642,2025-12-14,Referral,E0096,Disqualified,2025-12-17,Unresponsive
LEAD00643,2024-07-26,Partner Channel,E0059,Disqualified,2024-08-07,Unresponsive
LEAD00644,2024-11-27,Partner Channel,E0096,Disqualified,2024-12-06,Went With Competitor
LEAD00645,2024-09-25,Trade Show,E0089,Disqualified,2024-10-04,Wrong Fit
LEAD00646,2024-06-30,Web Inquiry,E0018,Disqualified,2024-07-11,Wrong Fit
LEAD00647,2025-08-22,Trade Show,E0009,Disqualified,2025-08-25,No Budget
LEAD00648,2024-12-22,Cold Outreach,E0122,Disqualified,2025-01-03,Wrong Fit
LEAD00649,2025-09-10,Web Inquiry,E0172,Disqualified,2025-09-13,Wrong Fit
LEAD00650,2024-06-05,Web Inquiry,E0085,Disqualified,2024-06-25,Went With Competitor
LEAD00651,2025-01-25,Referral,E0172,Disqualified,2025-02-14,No Budget
LEAD00652,2025-01-26,Cold Outreach,E0100,Disqualified,2025-02-10,No Budget
LEAD00653,2025-11-19,Partner Channel,E0126,Disqualified,2025-11-29,Went With Competitor
LEAD00654,2025-09-19,Partner Channel,E0059,Qualified,2025-10-04,
LEAD00655,2025-12-26,Partner Channel,E0163,Disqualified,2025-12-31,No Longer Interested
LEAD00656,2024-02-07,Partner Channel,E0126,Qualified,2024-02-23,
LEAD00657,2024-07-14,Web Inquiry,E0163,Disqualified,2024-07-17,No Budget
LEAD00658,2024-05-19,Partner Channel,E0122,Qualified,2024-05-28,
LEAD00659,2025-09-02,Partner Channel,E0028,Disqualified,2025-09-15,Wrong Fit
LEAD00660,2025-06-27,Partner Channel,E0085,Disqualified,2025-07-11,No Budget
LEAD00661,2024-03-06,Cold Outreach,E0028,Disqualified,2024-03-09,Went With Competitor
LEAD00662,2024-05-13,Web Inquiry,E0099,Qualified,2024-05-18,
LEAD00663,2024-07-09,Cold Outreach,E0100,Qualified,2024-07-17,
