activity_id,type,regarding_type,regarding_id,owner,activity_date,duration_minutes
ACT001305,Task,Opportunity,OPP00269,E0173,2025-01-13,
ACT001306,Call,Opportunity,OPP00269,E0173,2025-01-25,27.0
ACT001307,Email,Opportunity,OPP00269,E0173,2025-01-27,
ACT001308,Call,Opportunity,OPP00269,E0173,2024-12-26,31.0
ACT001309,Meeting,Opportunity,OPP00269,E0173,2024-11-27,22.0
ACT001310,Meeting,Opportunity,OPP00269,E0173,2024-10-25,24.0
ACT001311,Meeting,Opportunity,OPP00269,E0173,2024-12-14,36.0
ACT001312,Email,Opportunity,OPP00270,E0100,2025-12-19,
ACT001313,Email,Opportunity,OPP00270,E0100,2025-12-15,
ACT001314,Call,Opportunity,OPP00270,E0100,2025-12-16,30.0
ACT001315,Call,Opportunity,OPP00270,E0100,2025-12-06,5.0
ACT001316,Call,Opportunity,OPP00270,E0100,2025-12-13,12.0
ACT001317,Meeting,Opportunity,OPP00270,E0100,2025-12-12,28.0
ACT001318,Email,Opportunity,OPP00270,E0100,2025-12-06,
ACT001319,Call,Opportunity,OPP00271,E0148,2024-02-14,40.0
ACT001320,Call,Opportunity,OPP00271,E0148,2024-04-27,21.0
ACT001321,Email,Opportunity,OPP00271,E0148,2024-03-03,
ACT001322,Call,Opportunity,OPP00271,E0148,2024-02-17,44.0
ACT001323,Email,Opportunity,OPP00271,E0148,2024-04-12,
ACT001324,Meeting,Opportunity,OPP00271,E0148,2024-01-30,8.0
ACT001325,Email,Opportunity,OPP00271,E0148,2024-02-24,
ACT001326,Call,Opportunity,OPP00272,E0014,2025-03-07,20.0
ACT001327,Email,Opportunity,OPP00272,E0014,2025-03-17,
ACT001328,Meeting,Opportunity,OPP00272,E0014,2025-03-21,9.0
ACT001329,Call,Opportunity,OPP00273,E0028,2025-10-10,29.0
ACT001330,Email,Opportunity,OPP00273,E0028,2025-10-06,
ACT001331,Email,Opportunity,OPP00273,E0028,2025-10-08,
ACT001332,Meeting,Opportunity,OPP00273,E0028,2025-10-02,42.0
ACT001333,Email,Opportunity,OPP00273,E0028,2025-09-22,
ACT001334,Task,Opportunity,OPP00274,E0161,2025-03-19,
ACT001335,Meeting,Opportunity,OPP00274,E0161,2025-03-01,10.0
ACT001336,Call,Opportunity,OPP00274,E0161,2025-06-24,30.0
ACT001337,Task,Opportunity,OPP00274,E0161,2025-04-01,
ACT001338,Call,Opportunity,OPP00274,E0161,2025-04-09,23.0
ACT001339,Call,Opportunity,OPP00274,E0161,2025-03-30,34.0
ACT001340,Call,Opportunity,OPP00274,E0161,2025-03-18,6.0
ACT001341,Call,Opportunity,OPP00275,E0119,2024-06-13,33.0
ACT001342,Meeting,Opportunity,OPP00275,E0119,2024-06-13,43.0
ACT001343,Call,Opportunity,OPP00275,E0119,2024-06-24,20.0
ACT001344,Email,Opportunity,OPP00275,E0119,2024-05-28,
ACT001345,Task,Opportunity,OPP00275,E0119,2024-06-05,
ACT001346,Call,Opportunity,OPP00275,E0119,2024-06-08,35.0
ACT001347,Email,Opportunity,OPP00276,E0148,2024-11-13,
ACT001348,Email,Opportunity,OPP00276,E0148,2024-11-01,
ACT001349,Call,Opportunity,OPP00276,E0148,2024-11-23,43.0
ACT001350,Call,Opportunity,OPP00276,E0148,2024-11-08,35.0
ACT001351,Call,Opportunity,OPP00276,E0148,2024-11-05,29.0
ACT001352,Email,Opportunity,OPP00276,E0148,2024-11-19,
ACT001353,Email,Opportunity,OPP00276,E0148,2024-11-16,
ACT001354,Call,Opportunity,OPP00277,E0126,2024-11-30,27.0
ACT001355,Email,Opportunity,OPP00277,E0126,2024-12-07,
ACT001356,Meeting,Opportunity,OPP00277,E0126,2024-11-09,38.0
ACT001357,Call,Opportunity,OPP00277,E0126,2024-11-07,14.0
ACT001358,Meeting,Opportunity,OPP00277,E0126,2024-12-01,30.0
ACT001359,Call,Opportunity,OPP00277,E0126,2024-11-21,18.0
ACT001360,Email,Opportunity,OPP00277,E0126,2024-10-30,
ACT001361,Task,Opportunity,OPP00278,E0161,2024-09-18,
ACT001362,Task,Opportunity,OPP00278,E0161,2024-10-14,
ACT001363,Call,Opportunity,OPP00278,E0161,2024-09-30,12.0
ACT001364,Meeting,Opportunity,OPP00278,E0161,2024-10-11,42.0
ACT001365,Call,Opportunity,OPP00278,E0161,2024-10-14,22.0
ACT001366,Email,Opportunity,OPP00279,E0096,2024-11-26,
ACT001367,Meeting,Opportunity,OPP00279,E0096,2024-12-13,17.0
ACT001368,Call,Opportunity,OPP00279,E0096,2024-12-14,44.0
ACT001369,Meeting,Opportunity,OPP00279,E0096,2024-12-14,43.0
ACT001370,Email,Opportunity,OPP00279,E0096,2024-12-18,
ACT001371,Meeting,Opportunity,OPP00280,E0085,2024-07-10,20.0
ACT001372,Meeting,Opportunity,OPP00280,E0085,2024-06-11,12.0
ACT001373,Email,Opportunity,OPP00280,E0085,2024-07-05,
ACT001374,Call,Opportunity,OPP00280,E0085,2024-06-16,29.0
ACT001375,Email,Opportunity,OPP00281,E0089,2025-02-15,
ACT001376,Call,Opportunity,OPP00281,E0089,2025-02-16,10.0
ACT001377,Call,Opportunity,OPP00281,E0089,2025-02-04,28.0
ACT001378,Email,Opportunity,OPP00281,E0089,2025-02-05,
ACT001379,Task,Opportunity,OPP00281,E0089,2025-02-12,
ACT001380,Email,Opportunity,OPP00281,E0089,2025-02-05,
ACT001381,Email,Opportunity,OPP00282,E0028,2024-06-05,
ACT001382,Email,Opportunity,OPP00282,E0028,2024-06-21,
ACT001383,Meeting,Opportunity,OPP00282,E0028,2024-08-03,19.0
ACT001384,Task,Opportunity,OPP00282,E0028,2024-04-21,
ACT001385,Call,Opportunity,OPP00282,E0028,2024-05-25,33.0
ACT001386,Email,Opportunity,OPP00282,E0028,2024-04-28,
ACT001387,Call,Opportunity,OPP00283,E0032,2025-02-04,43.0
ACT001388,Email,Opportunity,OPP00283,E0032,2025-03-07,
ACT001389,Email,Opportunity,OPP00284,E0085,2024-07-10,
ACT001390,Call,Opportunity,OPP00284,E0085,2024-07-20,35.0
ACT001391,Email,Opportunity,OPP00284,E0085,2024-07-13,
ACT001392,Email,Opportunity,OPP00284,E0085,2024-08-08,
ACT001393,Task,Opportunity,OPP00284,E0085,2024-08-14,
ACT001394,Call,Opportunity,OPP00285,E0085,2025-11-22,36.0
ACT001395,Call,Opportunity,OPP00285,E0085,2025-10-29,33.0
ACT001396,Task,Opportunity,OPP00285,E0085,2025-11-05,
ACT001397,Meeting,Opportunity,OPP00285,E0085,2025-11-01,43.0
ACT001398,Call,Opportunity,OPP00286,E0052,2024-12-19,11.0
ACT001399,Email,Opportunity,OPP00286,E0052,2024-12-02,
ACT001400,Call,Opportunity,OPP00286,E0052,2024-12-04,35.0
ACT001401,Email,Opportunity,OPP00287,E0085,2024-03-20,
ACT001402,Call,Opportunity,OPP00287,E0085,2024-05-25,25.0
ACT001403,Call,Opportunity,OPP00287,E0085,2024-05-01,26.0
ACT001404,Call,Opportunity,OPP00287,E0085,2024-03-01,30.0
ACT001405,Meeting,Opportunity,OPP00288,E0085,2024-04-30,25.0
ACT001406,Call,Opportunity,OPP00288,E0085,2024-06-10,29.0
ACT001407,Task,Opportunity,OPP00288,E0085,2024-06-09,
ACT001408,Meeting,Opportunity,OPP00288,E0085,2024-06-12,18.0
ACT001409,Call,Opportunity,OPP00289,E0014,2025-01-19,15.0
ACT001410,Meeting,Opportunity,OPP00289,E0014,2025-05-27,44.0
ACT001411,Email,Opportunity,OPP00289,E0014,2025-03-26,
ACT001412,Meeting,Opportunity,OPP00289,E0014,2025-04-12,37.0
ACT001413,Email,Opportunity,OPP00289,E0014,2025-02-23,
ACT001414,Meeting,Opportunity,OPP00289,E0014,2025-02-15,16.0
ACT001415,Call,Opportunity,OPP00289,E0014,2025-01-29,15.0
ACT001416,Meeting,Opportunity,OPP00290,E0161,2024-12-27,41.0
ACT001417,Task,Opportunity,OPP00290,E0161,2024-12-11,
ACT001418,Email,Opportunity,OPP00290,E0161,2024-12-28,
ACT001419,Task,Opportunity,OPP00290,E0161,2024-12-14,
ACT001420,Meeting,Opportunity,OPP00290,E0161,2024-12-31,10.0
ACT001421,Call,Opportunity,OPP00291,E0163,2025-02-27,9.0
ACT001422,Meeting,Opportunity,OPP00291,E0163,2025-03-15,11.0
ACT001423,Email,Opportunity,OPP00291,E0163,2025-04-27,
ACT001424,Call,Opportunity,OPP00291,E0163,2025-01-18,33.0
ACT001425,Call,Opportunity,OPP00291,E0163,2025-03-11,35.0
ACT001426,Task,Opportunity,OPP00292,E0099,2024-02-19,
ACT001427,Call,Opportunity,OPP00292,E0099,2024-02-17,34.0
ACT001428,Email,Opportunity,OPP00293,E0009,2025-05-07,
ACT001429,Task,Opportunity,OPP00293,E0009,2025-05-06,
ACT001430,Email,Opportunity,OPP00294,E0172,2024-12-12,
ACT001431,Call,Opportunity,OPP00294,E0172,2024-12-06,21.0
ACT001432,Call,Opportunity,OPP00294,E0172,2024-12-16,24.0
ACT001433,Email,Opportunity,OPP00294,E0172,2024-11-30,
ACT001434,Task,Opportunity,OPP00294,E0172,2025-01-05,
ACT001435,Task,Opportunity,OPP00295,E0085,2025-03-28,
ACT001436,Call,Opportunity,OPP00295,E0085,2025-03-23,31.0
ACT001437,Call,Opportunity,OPP00295,E0085,2025-03-09,6.0
ACT001438,Meeting,Opportunity,OPP00295,E0085,2025-03-14,12.0
ACT001439,Meeting,Opportunity,OPP00295,E0085,2025-03-10,27.0
ACT001440,Email,Opportunity,OPP00295,E0085,2025-02-21,
ACT001441,Call,Opportunity,OPP00295,E0085,2025-04-12,11.0
ACT001442,Email,Opportunity,OPP00295,E0085,2025-04-10,
ACT001443,Email,Opportunity,OPP00296,E0018,2024-10-19,
ACT001444,Email,Opportunity,OPP00296,E0018,2024-10-15,
ACT001445,Meeting,Opportunity,OPP00296,E0018,2024-10-05,28.0
ACT001446,Call,Opportunity,OPP00296,E0018,2024-11-08,16.0
ACT001447,Call,Opportunity,OPP00296,E0018,2024-10-27,44.0
ACT001448,Email,Opportunity,OPP00297,E0096,2024-07-02,
ACT001449,Task,Opportunity,OPP00297,E0096,2024-05-24,
ACT001450,Meeting,Opportunity,OPP00297,E0096,2024-05-22,39.0
ACT001451,Call,Opportunity,OPP00297,E0096,2024-05-21,34.0
ACT001452,Call,Opportunity,OPP00298,E0014,2025-06-23,30.0
ACT001453,Email,Opportunity,OPP00298,E0014,2025-06-19,
ACT001454,Call,Opportunity,OPP00299,E0099,2025-12-03,41.0
ACT001455,Email,Opportunity,OPP00299,E0099,2025-12-09,
ACT001456,Task,Opportunity,OPP00299,E0099,2025-12-07,
ACT001457,Email,Opportunity,OPP00299,E0099,2025-12-06,
ACT001458,Meeting,Opportunity,OPP00299,E0099,2025-12-04,5.0
ACT001459,Email,Opportunity,OPP00299,E0099,2025-12-04,
ACT001460,Email,Opportunity,OPP00299,E0099,2025-12-06,
ACT001461,Meeting,Opportunity,OPP00299,E0099,2025-12-03,6.0
ACT001462,Email,Opportunity,OPP00300,E0122,2025-09-15,
ACT001463,Call,Opportunity,OPP00300,E0122,2025-07-30,41.0
ACT001464,Call,Opportunity,OPP00300,E0122,2025-06-21,36.0
ACT001465,Call,Opportunity,OPP00300,E0122,2025-08-23,13.0
ACT001466,Call,Opportunity,OPP00300,E0122,2025-09-24,9.0
ACT001467,Call,Opportunity,OPP00300,E0122,2025-05-30,35.0
ACT001468,Email,Opportunity,OPP00301,E0172,2025-07-01,
ACT001469,Meeting,Opportunity,OPP00301,E0172,2025-05-24,33.0
ACT001470,Email,Opportunity,OPP00301,E0172,2025-06-17,
ACT001471,Email,Opportunity,OPP00301,E0172,2025-07-15,
ACT001472,Call,Opportunity,OPP00301,E0172,2025-07-18,35.0
ACT001473,Call,Opportunity,OPP00301,E0172,2025-07-17,22.0
ACT001474,Call,Opportunity,OPP00301,E0172,2025-03-18,32.0
ACT001475,Email,Opportunity,OPP00302,E0089,2025-08-05,
ACT001476,Meeting,Opportunity,OPP00302,E0089,2025-09-01,11.0
ACT001477,Email,Opportunity,OPP00302,E0089,2025-08-03,
ACT001478,Email,Opportunity,OPP00302,E0089,2025-07-25,
ACT001479,Call,Opportunity,OPP00302,E0089,2025-08-05,44.0
ACT001480,Email,Opportunity,OPP00302,E0089,2025-08-19,
ACT001481,Call,Opportunity,OPP00302,E0089,2025-08-06,15.0
ACT001482,Task,Opportunity,OPP00303,E0163,2025-04-09,
ACT001483,Call,Opportunity,OPP00303,E0163,2025-04-27,16.0
ACT001484,Call,Opportunity,OPP00303,E0163,2025-03-22,19.0
ACT001485,Call,Opportunity,OPP00304,E0052,2025-12-05,10.0
ACT001486,Meeting,Opportunity,OPP00304,E0052,2025-12-10,27.0
ACT001487,Task,Opportunity,OPP00304,E0052,2025-12-10,
ACT001488,Meeting,Opportunity,OPP00304,E0052,2025-12-06,21.0
ACT001489,Email,Opportunity,OPP00304,E0052,2025-12-17,
ACT001490,Email,Opportunity,OPP00304,E0052,2025-12-12,
ACT001491,Task,Opportunity,OPP00305,E0057,2025-12-09,
ACT001492,Email,Opportunity,OPP00305,E0057,2025-12-20,
ACT001493,Meeting,Opportunity,OPP00306,E0032,2024-12-06,14.0
ACT001494,Meeting,Opportunity,OPP00306,E0032,2024-12-03,6.0
ACT001495,Call,Opportunity,OPP00306,E0032,2024-11-08,6.0
ACT001496,Email,Opportunity,OPP00306,E0032,2024-11-23,
ACT001497,Task,Opportunity,OPP00306,E0032,2024-11-29,
ACT001498,Task,Opportunity,OPP00306,E0032,2024-11-11,
ACT001499,Call,Opportunity,OPP00306,E0032,2024-11-16,10.0
ACT001500,Call,Opportunity,OPP00306,E0032,2024-11-15,36.0
ACT001501,Email,Opportunity,OPP00307,E0099,2024-10-07,
ACT001502,Meeting,Opportunity,OPP00307,E0099,2024-08-14,18.0
ACT001503,Call,Opportunity,OPP00307,E0099,2024-10-30,36.0
ACT001504,Meeting,Opportunity,OPP00307,E0099,2024-08-30,25.0
ACT001505,Call,Opportunity,OPP00307,E0099,2024-11-07,22.0
ACT001506,Email,Opportunity,OPP00307,E0099,2024-12-17,
ACT001507,Call,Opportunity,OPP00307,E0099,2024-11-29,44.0
ACT001508,Email,Opportunity,OPP00307,E0099,2024-10-05,
ACT001509,Call,Opportunity,OPP00308,E0126,2025-06-26,13.0
ACT001510,Meeting,Opportunity,OPP00308,E0126,2025-06-07,43.0
ACT001511,Call,Opportunity,OPP00308,E0126,2025-06-25,38.0
ACT001512,Call,Opportunity,OPP00308,E0126,2025-06-05,20.0
ACT001513,Email,Opportunity,OPP00308,E0126,2025-06-26,
ACT001514,Task,Opportunity,OPP00309,E0089,2024-09-03,
ACT001515,Call,Opportunity,OPP00309,E0089,2024-09-23,35.0
ACT001516,Email,Opportunity,OPP00309,E0089,2024-09-16,
ACT001517,Email,Opportunity,OPP00309,E0089,2024-09-27,
ACT001518,Email,Opportunity,OPP00309,E0089,2024-09-22,
ACT001519,Email,Opportunity,OPP00309,E0089,2024-09-19,
ACT001520,Email,Opportunity,OPP00309,E0089,2024-09-28,
ACT001521,Call,Opportunity,OPP00310,E0028,2025-02-01,30.0
ACT001522,Meeting,Opportunity,OPP00310,E0028,2025-03-06,26.0
ACT001523,Call,Opportunity,OPP00310,E0028,2025-03-08,15.0
ACT001524,Task,Opportunity,OPP00310,E0028,2025-03-09,
ACT001525,Call,Opportunity,OPP00310,E0028,2025-02-28,15.0
ACT001526,Meeting,Opportunity,OPP00310,E0028,2025-02-14,37.0
ACT001527,Email,Opportunity,OPP00311,E0161,2025-09-26,
ACT001528,Task,Opportunity,OPP00311,E0161,2025-09-09,
ACT001529,Email,Opportunity,OPP00311,E0161,2025-08-12,
ACT001530,Call,Opportunity,OPP00311,E0161,2025-10-22,11.0
ACT001531,Call,Opportunity,OPP00311,E0161,2025-11-16,40.0
ACT001532,Call,Opportunity,OPP00311,E0161,2025-11-12,10.0
ACT001533,Call,Opportunity,OPP00312,E0173,2024-05-20,8.0
ACT001534,Email,Opportunity,OPP00312,E0173,2024-05-18,
ACT001535,Call,Opportunity,OPP00312,E0173,2024-05-13,12.0
ACT001536,Email,Opportunity,OPP00312,E0173,2024-06-10,
ACT001537,Call,Opportunity,OPP00312,E0173,2024-06-19,13.0
ACT001538,Call,Opportunity,OPP00312,E0173,2024-06-24,14.0
ACT001539,Email,Opportunity,OPP00312,E0173,2024-06-19,
ACT001540,Email,Opportunity,OPP00312,E0173,2024-06-07,
ACT001541,Email,Opportunity,OPP00313,E0173,2024-03-30,
ACT001542,Email,Opportunity,OPP00313,E0173,2024-02-26,
ACT001543,Task,Opportunity,OPP00313,E0173,2024-04-20,
ACT001544,Call,Opportunity,OPP00313,E0173,2024-04-21,42.0
ACT001545,Email,Opportunity,OPP00313,E0173,2024-04-08,
ACT001546,Meeting,Opportunity,OPP00314,E0052,2024-03-13,33.0
ACT001547,Email,Opportunity,OPP00314,E0052,2024-02-26,
ACT001548,Call,Opportunity,OPP00314,E0052,2024-03-15,27.0
ACT001549,Meeting,Opportunity,OPP00314,E0052,2024-04-07,41.0
ACT001550,Meeting,Opportunity,OPP00314,E0052,2024-03-21,40.0
ACT001551,Meeting,Opportunity,OPP00314,E0052,2024-04-02,43.0
ACT001552,Call,Opportunity,OPP00315,E0032,2024-03-11,31.0
ACT001553,Call,Opportunity,OPP00315,E0032,2024-03-10,9.0
ACT001554,Call,Opportunity,OPP00316,E0059,2024-07-31,42.0
ACT001555,Call,Opportunity,OPP00316,E0059,2024-08-22,7.0
ACT001556,Meeting,Opportunity,OPP00316,E0059,2024-08-16,36.0
ACT001557,Meeting,Opportunity,OPP00316,E0059,2024-08-03,39.0
ACT001558,Task,Opportunity,OPP00317,E0119,2024-10-04,
ACT001559,Call,Opportunity,OPP00317,E0119,2024-10-10,15.0
ACT001560,Call,Opportunity,OPP00317,E0119,2024-10-04,31.0
ACT001561,Email,Opportunity,OPP00317,E0119,2024-10-26,
ACT001562,Call,Opportunity,OPP00317,E0119,2024-10-06,38.0
ACT001563,Task,Opportunity,OPP00317,E0119,2024-10-20,
ACT001564,Task,Opportunity,OPP00318,E0096,2025-07-12,
ACT001565,Call,Opportunity,OPP00318,E0096,2025-06-06,11.0
ACT001566,Meeting,Opportunity,OPP00318,E0096,2025-05-19,44.0
ACT001567,Meeting,Opportunity,OPP00319,E0059,2025-09-19,5.0
ACT001568,Task,Opportunity,OPP00319,E0059,2025-09-16,
ACT001569,Email,Opportunity,OPP00319,E0059,2025-09-16,
ACT001570,Email,Opportunity,OPP00319,E0059,2025-09-30,
ACT001571,Call,Opportunity,OPP00320,E0119,2024-04-22,34.0
ACT001572,Call,Opportunity,OPP00320,E0119,2024-05-05,10.0
ACT001573,Email,Opportunity,OPP00320,E0119,2024-05-01,
ACT001574,Email,Opportunity,OPP00320,E0119,2024-04-28,
ACT001575,Email,Opportunity,OPP00320,E0119,2024-05-07,
ACT001576,Call,Opportunity,OPP00320,E0119,2024-05-08,17.0
ACT001577,Meeting,Opportunity,OPP00320,E0119,2024-04-30,12.0
ACT001578,Email,Opportunity,OPP00320,E0119,2024-04-27,
ACT001579,Call,Opportunity,OPP00321,E0052,2024-05-08,23.0
ACT001580,Meeting,Opportunity,OPP00321,E0052,2024-06-01,25.0
ACT001581,Call,Opportunity,OPP00321,E0052,2024-02-09,30.0
ACT001582,Email,Opportunity,OPP00321,E0052,2024-05-01,
ACT001583,Email,Opportunity,OPP00322,E0028,2025-07-08,
ACT001584,Meeting,Opportunity,OPP00322,E0028,2025-07-02,32.0
ACT001585,Call,Opportunity,OPP00323,E0014,2025-03-30,20.0
ACT001586,Call,Opportunity,OPP00323,E0014,2025-04-08,43.0
ACT001587,Call,Opportunity,OPP00323,E0014,2025-03-21,44.0
ACT001588,Email,Opportunity,OPP00323,E0014,2025-03-12,
ACT001589,Email,Opportunity,OPP00324,E0028,2025-08-24,
ACT001590,Meeting,Opportunity,OPP00324,E0028,2025-08-12,24.0
ACT001591,Meeting,Opportunity,OPP00324,E0028,2025-08-17,21.0
ACT001592,Call,Opportunity,OPP00324,E0028,2025-08-17,42.0
ACT001593,Call,Opportunity,OPP00324,E0028,2025-08-19,24.0
ACT001594,Email,Opportunity,OPP00324,E0028,2025-08-15,
ACT001595,Call,Opportunity,OPP00324,E0028,2025-08-17,22.0
ACT001596,Call,Opportunity,OPP00324,E0028,2025-08-26,32.0
ACT001597,Meeting,Opportunity,OPP00325,E0059,2024-11-04,42.0
ACT001598,Email,Opportunity,OPP00325,E0059,2024-10-12,
ACT001599,Call,Opportunity,OPP00325,E0059,2024-10-20,7.0
ACT001600,Email,Opportunity,OPP00325,E0059,2024-10-24,
ACT001601,Call,Opportunity,OPP00325,E0059,2024-10-20,12.0
ACT001602,Email,Opportunity,OPP00325,E0059,2024-10-22,
ACT001603,Call,Opportunity,OPP00325,E0059,2024-10-11,30.0
ACT001604,Email,Opportunity,OPP00326,E0089,2025-07-04,
ACT001605,Meeting,Opportunity,OPP00326,E0089,2025-08-26,34.0
ACT001606,Call,Opportunity,OPP00326,E0089,2025-08-13,42.0
ACT001607,Call,Opportunity,OPP00326,E0089,2025-07-11,24.0
ACT001608,Email,Opportunity,OPP00326,E0089,2025-07-18,
ACT001609,Call,Opportunity,OPP00326,E0089,2025-08-23,14.0
ACT001610,Call,Opportunity,OPP00326,E0089,2025-08-31,23.0
ACT001611,Call,Opportunity,OPP00326,E0089,2025-07-18,6.0
ACT001612,Email,Opportunity,OPP00327,E0057,2025-01-13,
ACT001613,Task,Opportunity,OPP00327,E0057,2024-09-27,
ACT001614,Email,Opportunity,OPP00327,E0057,2024-11-18,
ACT001615,Task,Opportunity,OPP00327,E0057,2025-01-20,
ACT001616,Task,Opportunity,OPP00327,E0057,2025-01-25,
ACT001617,Task,Opportunity,OPP00328,E0148,2024-08-20,
ACT001618,Call,Opportunity,OPP00328,E0148,2024-09-18,20.0
ACT001619,Task,Opportunity,OPP00328,E0148,2024-08-16,
ACT001620,Email,Opportunity,OPP00328,E0148,2024-09-12,
ACT001621,Email,Opportunity,OPP00328,E0148,2024-07-10,
ACT001622,Call,Opportunity,OPP00328,E0148,2024-07-30,22.0
ACT001623,Call,Opportunity,OPP00328,E0148,2024-06-02,8.0
ACT001624,Email,Opportunity,OPP00329,E0100,2025-09-04,
ACT001625,Call,Opportunity,OPP00329,E0100,2025-08-28,12.0
ACT001626,Meeting,Opportunity,OPP00330,E0119,2024-04-25,33.0
ACT001627,Call,Opportunity,OPP00330,E0119,2024-05-08,13.0
ACT001628,Call,Opportunity,OPP00330,E0119,2024-04-12,15.0
ACT001629,Email,Opportunity,OPP00330,E0119,2024-04-27,
ACT001630,Task,Opportunity,OPP00330,E0119,2024-04-15,
ACT001631,Meeting,Opportunity,OPP00330,E0119,2024-04-30,7.0
ACT001632,Call,Opportunity,OPP00330,E0119,2024-04-15,9.0
ACT001633,Meeting,Opportunity,OPP00331,E0163,2025-09-22,20.0
ACT001634,Meeting,Opportunity,OPP00331,E0163,2025-10-18,41.0
ACT001635,Meeting,Opportunity,OPP00331,E0163,2025-09-22,14.0
ACT001636,Call,Opportunity,OPP00332,E0014,2025-05-04,30.0
ACT001637,Email,Opportunity,OPP00332,E0014,2025-04-26,
ACT001638,Call,Opportunity,OPP00332,E0014,2025-04-28,12.0
ACT001639,Call,Opportunity,OPP00332,E0014,2025-06-04,31.0
ACT001640,Call,Opportunity,OPP00332,E0014,2025-06-06,34.0
ACT001641,Email,Opportunity,OPP00332,E0014,2025-05-13,
ACT001642,Email,Opportunity,OPP00332,E0014,2025-05-08,
ACT001643,Meeting,Opportunity,OPP00333,E0161,2024-08-27,31.0
ACT001644,Call,Opportunity,OPP00333,E0161,2024-08-11,8.0
ACT001645,Email,Opportunity,OPP00334,E0119,2025-11-19,
ACT001646,Email,Opportunity,OPP00334,E0119,2025-11-08,
ACT001647,Email,Opportunity,OPP00335,E0119,2024-06-10,
ACT001648,Email,Opportunity,OPP00335,E0119,2024-06-19,
ACT001649,Call,Opportunity,OPP00335,E0119,2024-06-15,40.0
ACT001650,Email,Opportunity,OPP00335,E0119,2024-06-11,
ACT001651,Meeting,Opportunity,OPP00335,E0119,2024-06-19,34.0
ACT001652,Call,Opportunity,OPP00335,E0119,2024-06-23,17.0
ACT001653,Email,Opportunity,OPP00336,E0052,2024-02-26,
ACT001654,Call,Opportunity,OPP00336,E0052,2024-02-19,21.0
ACT001655,Email,Opportunity,OPP00336,E0052,2024-02-23,
ACT001656,Meeting,Opportunity,OPP00337,E0173,2024-07-31,34.0
ACT001657,Task,Opportunity,OPP00337,E0173,2024-07-09,
ACT001658,Meeting,Opportunity,OPP00337,E0173,2024-08-03,8.0
ACT001659,Call,Opportunity,OPP00337,E0173,2024-06-20,44.0
ACT001660,Email,Opportunity,OPP00337,E0173,2024-07-06,
ACT001661,Email,Opportunity,OPP00337,E0173,2024-06-24,
ACT001662,Call,Opportunity,OPP00337,E0173,2024-07-22,20.0
ACT001663,Meeting,Opportunity,OPP00337,E0173,2024-06-17,29.0
ACT001664,Email,Opportunity,OPP00338,E0122,2025-11-28,
ACT001665,Task,Opportunity,OPP00338,E0122,2025-10-16,
ACT001666,Call,Opportunity,OPP00338,E0122,2025-11-12,22.0
ACT001667,Meeting,Opportunity,OPP00338,E0122,2025-11-26,26.0
ACT001668,Email,Opportunity,OPP00338,E0122,2025-10-30,
ACT001669,Meeting,Opportunity,OPP00338,E0122,2025-10-09,19.0
ACT001670,Email,Opportunity,OPP00338,E0122,2025-10-31,
ACT001671,Email,Opportunity,OPP00338,E0122,2025-09-22,
ACT001672,Call,Opportunity,OPP00339,E0009,2024-09-05,38.0
ACT001673,Email,Opportunity,OPP00339,E0009,2024-08-07,
ACT001674,Call,Opportunity,OPP00339,E0009,2024-10-09,35.0
ACT001675,Email,Opportunity,OPP00340,E0119,2024-02-19,
ACT001676,Call,Opportunity,OPP00340,E0119,2024-02-25,22.0
ACT001677,Email,Opportunity,OPP00340,E0119,2024-03-09,
ACT001678,Email,Opportunity,OPP00340,E0119,2024-02-23,
ACT001679,Call,Opportunity,OPP00340,E0119,2024-03-01,16.0
ACT001680,Meeting,Opportunity,OPP00340,E0119,2024-02-20,39.0
ACT001681,Meeting,Opportunity,OPP00340,E0119,2024-02-20,34.0
ACT001682,Call,Opportunity,OPP00341,E0052,2025-09-02,7.0
ACT001683,Call,Opportunity,OPP00341,E0052,2025-08-25,30.0
ACT001684,Task,Opportunity,OPP00341,E0052,2025-09-07,
ACT001685,Email,Opportunity,OPP00341,E0052,2025-09-01,
ACT001686,Call,Opportunity,OPP00342,E0028,2024-09-29,38.0
ACT001687,Email,Opportunity,OPP00342,E0028,2024-10-04,
ACT001688,Call,Opportunity,OPP00342,E0028,2024-10-03,20.0
ACT001689,Email,Opportunity,OPP00342,E0028,2024-10-02,
ACT001690,Task,Opportunity,OPP00343,E0172,2025-09-18,
ACT001691,Email,Opportunity,OPP00343,E0172,2025-08-29,
ACT001692,Email,Opportunity,OPP00343,E0172,2025-09-14,
ACT001693,Email,Opportunity,OPP00343,E0172,2025-09-13,
ACT001694,Meeting,Opportunity,OPP00343,E0172,2025-09-06,5.0
ACT001695,Email,Opportunity,OPP00344,E0172,2024-11-15,
ACT001696,Email,Opportunity,OPP00344,E0172,2024-11-26,
ACT001697,Email,Opportunity,OPP00344,E0172,2024-11-26,
ACT001698,Call,Opportunity,OPP00344,E0172,2024-11-21,5.0
ACT001699,Task,Opportunity,OPP00345,E0059,2025-06-22,
ACT001700,Email,Opportunity,OPP00345,E0059,2025-06-24,
ACT001701,Meeting,Opportunity,OPP00345,E0059,2025-07-17,5.0
ACT001702,Call,Opportunity,OPP00345,E0059,2025-08-04,41.0
